img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,4482770,2376555",20.860417035164406,"150528,4482770,2376555",0,"320400,9539233,5057715",./data/images/DUTS_class/951/n07749582_17042.jpg,5,59
"150528,3235684,3483162",-35.848266668633286,"150528,3235684,3483162",1,"360000,7737294,8328254",./data/images/DUTS_class/437/sun_adxcbxnjvycdxajj.jpg,4,133
"150528,4061078,2953814",33.54980964554082,"150528,4061078,2953814",1,"355200,9580835,6968622",./data/images/DUTS_class/575/ILSVRC2012_test_00042637.jpg,2,85
"150528,3473608,3254168",-32.54595852560621,"150528,3473608,3254168",0,"480000,11076562,10377037",./data/images/DUTS_class/151/ILSVRC2012_test_00070582.jpg,7,181
"150528,5120407,4049761",89.9818382842536,"150528,5120407,4049761",1,"466800,15879540,12559143",./data/images/DUTS_class/21/ILSVRC2012_test_00008011.jpg,0,186
"150528,2793292,3015160",-51.70116447131218,"150528,2793292,3015160",0,"320400,5943518,6415740",./data/images/DUTS_class/147/ILSVRC2012_test_00053990.jpg,6,195
"150528,2157425,1776616",20.775072152154483,"150528,2157425,1776616",1,"360000,5158048,4247891",./data/images/DUTS_class/934/n07697537_10559.jpg,1,278
"150528,3040576,2293344",33.370683765425625,"150528,3040576,2293344",1,"360000,7271173,5484211",./data/images/DUTS_class/817/n04285008_10223.jpg,3,269
"301056,2413705,2073156",49.52369699011203,"301056,2413705,2073156",1,"720000,5771359,4956693",./data/images/DUTS_class/437/sun_ablfqiwfqomjarht.jpg,4,133
"301056,3754147,3623194",-44.271665269681066,"301056,3754147,3623194",0,"720000,8976973,8664090",./data/images/DUTS_class/575/n03445924_5295.jpg,2,85
"301056,2412870,3843672",15.236616783377984,"301056,2412870,3843672",1,"640800,5133507,8178216",./data/images/DUTS_class/147/ILSVRC2012_test_00029090.jpg,6,195
"301056,3046664,1461631",-77.97163698743289,"301056,3046664,1461631",1,"720000,7284874,3494397",./data/images/DUTS_class/934/n07697537_18866.jpg,1,278
"301056,2706980,1551623",66.4850959729625,"301056,2706980,1551623",1,"720000,6472920,3710576",./data/images/DUTS_class/951/ILSVRC2012_test_00041158.jpg,5,59
"301056,4173794,4023753",-59.66633138473614,"301056,4173794,4023753",0,"912000,12643733,12189298",./data/images/DUTS_class/151/ILSVRC2012_test_00069583.jpg,7,181
"301056,2143206,3416569",58.792058105412394,"301056,2143206,3416569",0,"921600,6560014,10457830",./data/images/DUTS_class/21/ILSVRC2012_test_00055621.jpg,0,186
"301056,3399762,3271515",23.663055232151393,"301056,3399762,3271515",1,"720000,8129868,7822931",./data/images/DUTS_class/817/sun_bsgecqaxotjmdmtc.jpg,3,269
"451584,2060380,1725785",34.877709304194525,"451584,2060380,1725785",0,"1080000,4926841,4127068",./data/images/DUTS_class/575/ILSVRC2012_test_00062402.jpg,2,85
"451584,4206364,4108833",-46.67353848847396,"451584,4206364,4108833",1,"1080000,10059323,9826247",./data/images/DUTS_class/437/sun_afzibpmwtqaraock.jpg,4,133
"451584,3461035,3779790",3.1118523433740397,"451584,3461035,3779790",0,"1080000,8275974,9038304",./data/images/DUTS_class/147/n02066245_2216.jpg,6,195
"451584,3610047,2769072",-34.71524558805496,"451584,3610047,2769072",1,"1080000,8632570,6621683",./data/images/DUTS_class/934/n07697537_15931.jpg,1,278
"451584,3974135,3186183",7.489967169679204,"451584,3974135,3186183",1,"1108800,9756726,7822293",./data/images/DUTS_class/951/ILSVRC2014_train_00036081.jpg,5,59
"451584,2630867,2236470",19.039689623516878,"451584,2630867,2236470",0,"1080000,6290701,5347297",./data/images/DUTS_class/151/ILSVRC2012_test_00069103.jpg,7,181
"451584,4285905,3051106",-68.46987080019957,"451584,4285905,3051106",0,"1080000,10248775,7295887",./data/images/DUTS_class/21/ILSVRC2012_test_00050671.jpg,0,186
"602112,3016343,2431313",-6.356616586479973,"602112,3016343,2431313",1,"1440000,7213412,5814213",./data/images/DUTS_class/575/ILSVRC2013_test_00000934.jpg,2,85
"451584,3394677,3290574",-56.155552058027105,"451584,3394677,3290574",1,"1080000,8118081,7869194",./data/images/DUTS_class/817/n04285008_10711.jpg,3,269
"602112,4281978,4171518",45.77181552747596,"602112,4281978,4171518",1,"1276800,9083101,8848827",./data/images/DUTS_class/437/sun_agixkwgtzwjasnie.jpg,4,133
"602112,2996359,2497245",-52.990923613275854,"602112,2996359,2497245",1,"1440000,7165706,5972242",./data/images/DUTS_class/934/n07697537_15088.jpg,1,278
"602112,3035877,1679717",28.59498985796351,"602112,3035877,1679717",0,"1440000,7259907,4016806",./data/images/DUTS_class/951/ILSVRC2012_test_00007922.jpg,5,59
"602112,3330427,3448818",-7.532408130221867,"602112,3330427,3448818",0,"1536000,8493137,8795341",./data/images/DUTS_class/147/ILSVRC2012_test_00030633.jpg,6,195
"602112,2748192,1486758",85.66526346884669,"602112,2748192,1486758",0,"1324800,6047776,3272055",./data/images/DUTS_class/151/ILSVRC2013_test_00006296.jpg,7,181
"752640,4218523,3789936",-57.91205684602222,"752640,4218523,3789936",1,"1800000,10089478,9064819",./data/images/DUTS_class/575/n03445924_3327.jpg,2,85
"602112,3633843,2939487",-70.34775048220287,"602112,3633843,2939487",1,"1464000,8835851,7147376",./data/images/DUTS_class/21/ILSVRC2012_test_00043639.jpg,0,186
"752640,3541715,3806052",87.03875347780223,"752640,3541715,3806052",1,"1800000,8469243,9101658",./data/images/DUTS_class/437/sun_bjxznttjixzvrekx.jpg,4,133
"602112,3916701,3905645",-13.308133620671539,"602112,3916701,3905645",1,"1440000,9366595,9339767",./data/images/DUTS_class/817/sun_bhqfcatelqfnwpqv.jpg,3,269
"752640,3060230,1235260",30.28093721117625,"752640,3060230,1235260",0,"1602000,6511841,2629426",./data/images/DUTS_class/951/ILSVRC2014_train_00033659.jpg,5,59
"903168,3547841,3342226",-37.47245609370023,"903168,3547841,3342226",1,"2160000,8485703,7994004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,85
"752640,3051957,2041919",72.44988000859206,"752640,3051957,2041919",0,"1512000,6128068,4099976",./data/images/DUTS_class/934/n07697537_29617.jpg,1,278
"752640,3083262,3216302",-44.49658464090492,"752640,3083262,3216302",1,"1188000,4868489,5078593",./data/images/DUTS_class/21/sun_btqgtvvifrthpsyl.jpg,0,186
"752640,3282808,4070831",-62.24596662936357,"752640,3282808,4070831",1,"1800000,7849792,9734119",./data/images/DUTS_class/147/n02066245_12249.jpg,6,195
"752640,4351192,4291612",17.886898480113473,"752640,4351192,4291612",1,"2040000,11792349,11630914",./data/images/DUTS_class/151/ILSVRC2012_test_00082351.jpg,7,181
"903168,4082781,4701019",-7.6396517520259275,"903168,4082781,4701019",0,"2037600,9211902,10606217",./data/images/DUTS_class/437/sun_aqpphhufllwhjato.jpg,4,133
"1053696,4093630,4135857",21.801845608376578,"1053696,4093630,4135857",0,"2520000,9789394,9890330",./data/images/DUTS_class/575/ILSVRC2012_test_00063360.jpg,2,85
"903168,3304749,1266104",-88.30573859889904,"903168,3304749,1266104",0,"2160000,7901871,3027493",./data/images/DUTS_class/951/n07749582_15763.jpg,5,59
"903168,3711305,3015509",13.788470284192613,"903168,3711305,3015509",0,"1929600,7928439,6442395",./data/images/DUTS_class/934/n07697537_15116.jpg,1,278
"903168,3744597,3543349",31.434736102455265,"903168,3744597,3543349",0,"2332800,9672705,9152661",./data/images/DUTS_class/21/ILSVRC2012_test_00070956.jpg,0,186
"752640,2147183,2242818",-55.211051086164396,"752640,2147183,2242818",1,"1644000,4689812,4898919",./data/images/DUTS_class/817/n04285008_9654.jpg,3,269
"903168,3849038,5207780",-7.324047725185365,"903168,3849038,5207780",1,"2160000,9204374,12453771",./data/images/DUTS_class/147/ILSVRC2012_test_00057757.jpg,6,195
"903168,3575179,3099150",25.185472580075842,"903168,3575179,3099150",0,"1922400,7608352,6595554",./data/images/DUTS_class/151/n02085620_3514.jpg,7,181
"1053696,3577535,3859153",56.736075840715436,"1053696,3577535,3859153",1,"2520000,8554887,9228276",./data/images/DUTS_class/437/sun_bggvngfcgbsbyuie.jpg,4,133
"1204224,3114602,3119704",66.81005386150454,"1204224,3114602,3119704",1,"2572800,6654149,6665028",./data/images/DUTS_class/575/ILSVRC2012_test_00055689.jpg,2,85
"1053696,2767922,917782",-52.81819083921445,"1053696,2767922,917782",1,"2520000,6618720,2195364",./data/images/DUTS_class/934/n07697537_29020.jpg,1,278
"1053696,2963388,1429744",61.65781409057749,"1053696,2963388,1429744",1,"3007200,8457209,4080253",./data/images/DUTS_class/951/ILSVRC2012_test_00068817.jpg,5,59
"1053696,4704035,4575919",75.00460375986461,"1053696,4704035,4575919",0,"3032400,13534781,13166401",./data/images/DUTS_class/21/ILSVRC2012_test_00049543.jpg,0,186
"1053696,3989146,2410037",-75.8354057118637,"1053696,3989146,2410037",0,"2520000,9539097,5763122",./data/images/DUTS_class/151/ILSVRC2012_test_00044209.jpg,7,181
"1053696,3172364,3367265",-30.14983183572185,"1053696,3172364,3367265",0,"2251200,6777880,7194293",./data/images/DUTS_class/147/ILSVRC2012_test_00006634.jpg,6,195
"903168,3524474,2886887",-87.4434021609067,"903168,3524474,2886887",1,"1684800,6573920,5384757",./data/images/DUTS_class/817/n04285008_1112.jpg,3,269
"1204224,4002670,2856394",-18.75411624053332,"1204224,4002670,2856394",1,"2553600,8489634,6058245",./data/images/DUTS_class/437/sun_aofommnoxgypyfcl.jpg,4,133
"1354752,3896745,2928689",-68.79044754783428,"1354752,3896745,2928689",1,"2883600,8292422,6232021",./data/images/DUTS_class/575/ILSVRC2014_train_00030434.jpg,2,85
"1204224,4079322,3659242",-35.95724445459476,"1204224,4079322,3659242",1,"2880000,9755022,8750502",./data/images/DUTS_class/934/n07697537_14881.jpg,1,278
"1204224,4508348,3531953",-9.682852488039517,"1204224,4508348,3531953",0,"3072000,11499369,9008349",./data/images/DUTS_class/21/ILSVRC2012_test_00048320.jpg,0,186
"1204224,3155253,1335390",-83.08882685967845,"1204224,3155253,1335390",0,"2880000,7545084,3193559",./data/images/DUTS_class/951/ILSVRC2012_test_00043095.jpg,5,59
"1204224,3681761,3449436",-20.075097292277235,"1204224,3681761,3449436",0,"2630400,8040576,7533030",./data/images/DUTS_class/151/ILSVRC2012_test_00068219.jpg,7,181
"1354752,4302949,4348842",74.23054448768771,"1354752,4302949,4348842",1,"2883600,9157847,9255446",./data/images/DUTS_class/437/sun_axcbfwdeevusrsiy.jpg,4,133
"1204224,3779172,4449865",-26.475438479545932,"1204224,3779172,4449865",1,"2812800,8827618,10394274",./data/images/DUTS_class/147/n02066245_14915.jpg,6,195
"1505280,3203140,1976860",72.638923766787,"1505280,3203140,1976860",1,"3600000,7659565,4727449",./data/images/DUTS_class/575/n03445924_9266.jpg,2,85
"1053696,3358607,1677086",-19.984437091638316,"1053696,3358607,1677086",0,"2520000,8031173,4011256",./data/images/DUTS_class/817/n04285008_3863.jpg,3,269
"1354752,3770864,3488879",-5.111973251064555,"1354752,3770864,3488879",0,"3240000,9017402,8343288",./data/images/DUTS_class/934/n07697537_1002.jpg,1,278
"1354752,2462177,1707736",30.07669057653759,"1354752,2462177,1707736",0,"2894400,5259840,3648097",./data/images/DUTS_class/951/ILSVRC2012_val_00030225.jpg,5,59
"1354752,4195923,3037796",62.55698623435406,"1354752,4195923,3037796",0,"3909600,12107218,8765651",./data/images/DUTS_class/21/ILSVRC2012_test_00050408.jpg,0,186
"1354752,4146825,4001764",0.7377072700930825,"1354752,4146825,4001764",0,"3240000,9917057,9570227",./data/images/DUTS_class/151/ILSVRC2012_test_00057159.jpg,7,181
"1505280,4221869,4411825",3.153083495534318,"1505280,4221869,4411825",1,"3600000,10095174,10549346",./data/images/DUTS_class/437/sun_ajwwhjmlftjyalxs.jpg,4,133
"1655808,3580649,3269816",-66.2154283151054,"1655808,3580649,3269816",0,"3960000,8562844,7819591",./data/images/DUTS_class/187/ILSVRC2012_test_00037359.jpg,2,85
"1354752,3462393,3537180",0.017724641934009355,"1354752,3462393,3537180",0,"2883600,7368486,7527633",./data/images/DUTS_class/147/ILSVRC2014_train_00006847.jpg,6,195
"1204224,4044582,3982565",-61.08387050698208,"1204224,4044582,3982565",1,"2688000,9028008,8889409",./data/images/DUTS_class/817/n04285008_4498.jpg,3,269
"1505280,4752894,2168748",68.02506346620817,"1505280,4752894,2168748",0,"3192000,10081040,4600318",./data/images/DUTS_class/951/n07749582_18533.jpg,5,59
"1505280,3003541,1844563",-54.42111125640854,"1505280,3003541,1844563",0,"3600000,7181591,4410321",./data/images/DUTS_class/934/n07697537_15571.jpg,1,278
"1505280,3725593,3343888",-86.08284062898707,"1505280,3725593,3343888",0,"3852000,9536015,8559296",./data/images/DUTS_class/21/ILSVRC2012_test_00041311.jpg,0,186
"1505280,4649842,4505210",21.862783837629767,"1505280,4649842,4505210",0,"3948000,12194944,11815129",./data/images/DUTS_class/151/ILSVRC2012_test_00000661.jpg,7,181
"1655808,4663849,4619654",59.58735537313314,"1655808,4663849,4619654",1,"3564000,10037131,9941805",./data/images/DUTS_class/437/sun_afrzbitmwnzbxsxh.jpg,4,133
"1806336,5463941,5444226",-58.52700745836735,"1806336,5463941,5444226",1,"4320000,13065155,13018323",./data/images/DUTS_class/187/n02096294_7641.jpg,2,85
