img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,3012380,2418449",21.85934921824284,"150528,3012380,2418449",1,"320400,6409676,5145959",./data/images/DUTS_class/934/n07697537_13213.jpg,1,93
"301056,2394602,1962757",-64.95763186596315,"301056,2394602,1962757",1,"720000,5725661,4692762",./data/images/DUTS_class/934/n07697537_5561.jpg,1,93
"150528,2732039,2865083",-39.846723196404035,"150528,2732039,2865083",1,"237600,4314089,4524193",./data/images/DUTS_class/21/sun_btqgtvvifrthpsyl.jpg,0,75
"150528,3598321,4123528",2.7593688779028867,"150528,3598321,4123528",0,"358800,8574363,9825798",./data/images/DUTS_class/437/sun_aqkdkqjtpkizuqeu.jpg,4,68
"150528,2939619,2882357",36.12738830605058,"150528,2939619,2882357",0,"360000,7029798,6892773",./data/images/DUTS_class/817/n04285008_8079.jpg,3,104
"150528,4118034,4149586",-24.71662318691105,"150528,4118034,4149586",1,"320400,8764606,8831764",./data/images/DUTS_class/147/ILSVRC2012_test_00003017.jpg,6,137
"150528,4061078,2953814",-22.061308834428715,"150528,4061078,2953814",0,"355200,9580835,6968622",./data/images/DUTS_class/575/ILSVRC2012_test_00042637.jpg,2,59
"150528,2540601,720733",5.490305071198876,"150528,2540601,720733",1,"360000,6075084,1723559",./data/images/DUTS_class/951/ILSVRC2012_test_00043095.jpg,5,33
"451584,2038426,1586113",-51.40612729581365,"451584,2038426,1586113",1,"1080000,4874542,3792690",./data/images/DUTS_class/934/n07697537_7092.jpg,1,93
"150528,4081364,3931315",67.57809542117013,"150528,4081364,3931315",0,"456000,12363733,11909298",./data/images/DUTS_class/151/ILSVRC2012_test_00069583.jpg,7,278
"602112,2476623,1317658",89.7734335821028,"602112,2476623,1317658",0,"1440000,5921591,3150321",./data/images/DUTS_class/934/n07697537_15571.jpg,1,93
"301056,4434654,4939738",70.757970124341,"301056,4434654,4939738",0,"720000,10604287,11812173",./data/images/DUTS_class/21/ILSVRC2012_test_00045766.jpg,0,75
"301056,2917292,3158224",21.92997258642679,"301056,2917292,3158224",0,"631200,6123709,6629097",./data/images/DUTS_class/437/sun_arlikgkzcfsfgohp.jpg,4,68
"301056,2881112,3102966",-80.58981439790645,"301056,2881112,3102966",1,"640800,6130418,6602640",./data/images/DUTS_class/147/ILSVRC2012_test_00053990.jpg,6,137
"301056,2500676,1274396",-46.947045932966326,"301056,2500676,1274396",0,"720000,5979565,3047449",./data/images/DUTS_class/575/n03445924_9266.jpg,2,59
"301056,4050430,1466284",45.20173611293532,"301056,4050430,1466284",1,"638400,8591440,3110718",./data/images/DUTS_class/951/n07749582_18533.jpg,5,33
"301056,4105170,3687059",-49.26477538230314,"301056,4105170,3687059",0,"768000,10471312,9404297",./data/images/DUTS_class/817/n04285008_13087.jpg,3,104
"752640,3724699,1527393",2.445408287487353,"752640,3724699,1527393",0,"2016000,9976831,4091210",./data/images/DUTS_class/934/n07697537_5382.jpg,1,93
"301056,3532168,3387105",-54.882360968457405,"301056,3532168,3387105",1,"720000,8447057,8100227",./data/images/DUTS_class/151/ILSVRC2012_test_00057159.jpg,7,278
"903168,2723222,1735561",-78.24599446461691,"903168,2723222,1735561",1,"1929600,5816677,3707061",./data/images/DUTS_class/934/n07697537_14246.jpg,1,93
"451584,4223927,4651130",39.32240153491031,"451584,4223927,4651130",1,"1162800,10877684,11977402",./data/images/DUTS_class/21/ILSVRC2013_test_00002105.jpg,0,75
"451584,2716367,3388106",7.835297670548287,"451584,2716367,3388106",1,"910800,5478855,6833634",./data/images/DUTS_class/147/n02066245_22940.jpg,6,137
"451584,2501514,2160967",50.97123500307745,"451584,2501514,2160967",1,"1080000,5981359,5166693",./data/images/DUTS_class/437/sun_ablfqiwfqomjarht.jpg,4,68
"451584,2060380,1725785",-2.8389851729918263,"451584,2060380,1725785",0,"1080000,4926841,4127068",./data/images/DUTS_class/575/ILSVRC2012_test_00062402.jpg,2,59
"451584,2948061,1591908",3.8872932170592387,"451584,2948061,1591908",1,"1080000,7049907,3806806",./data/images/DUTS_class/951/ILSVRC2012_test_00007922.jpg,5,33
"451584,2000485,1588754",-25.13988583644448,"451584,2000485,1588754",0,"1080000,4783453,3798227",./data/images/DUTS_class/817/ILSVRC2012_test_00070737.jpg,3,104
"1053696,4803917,4097552",18.18203254118842,"1053696,4803917,4097552",1,"1822800,8310378,7088260",./data/images/DUTS_class/934/n07697537_9001.jpg,1,93
"451584,3311749,2835731",51.920828698738184,"451584,3311749,2835731",0,"961200,7047652,6034854",./data/images/DUTS_class/151/n02085620_3514.jpg,7,278
"602112,1677312,1404398",75.49691881079704,"602112,1677312,1404398",0,"1440000,4010927,3358760",./data/images/DUTS_class/21/ILSVRC2013_test_00004786.jpg,0,75
"602112,3023354,3098122",48.586708439327936,"602112,3023354,3098122",0,"1281600,6433986,6593133",./data/images/DUTS_class/147/ILSVRC2014_train_00006847.jpg,6,137
"1204224,4177945,3494544",-71.7932917397365,"1204224,4177945,3494544",0,"2563200,8892274,7438493",./data/images/DUTS_class/934/n07697537_20303.jpg,1,93
"602112,3419988,3190084",-22.96353358063261,"602112,3419988,3190084",1,"1440000,8177931,7628057",./data/images/DUTS_class/437/sun_adubffsczbfugcvx.jpg,4,68
"602112,3830198,3872447",-3.538118746223532,"602112,3830198,3872447",0,"1440000,9159394,9260330",./data/images/DUTS_class/575/ILSVRC2012_test_00063360.jpg,2,59
"602112,3557493,2680141",-66.02955192213217,"602112,3557493,2680141",1,"1372800,8113247,6112360",./data/images/DUTS_class/951/ILSVRC2012_test_00051117.jpg,5,33
"602112,3429315,2531205",16.198181055331474,"602112,3429315,2531205",0,"1334400,7599468,5609443",./data/images/DUTS_class/817/ILSVRC2012_val_00010983.jpg,3,104
"602112,2748192,1486758",24.03756516476665,"602112,2748192,1486758",1,"1324800,6047776,3272055",./data/images/DUTS_class/151/ILSVRC2013_test_00006296.jpg,7,278
"1354752,3020426,1575655",0.9228793272765188,"1354752,3020426,1575655",1,"3240000,7223016,3768485",./data/images/DUTS_class/934/n07697537_14218.jpg,1,93
"752640,5041961,2905494",-35.85721481896545,"752640,5041961,2905494",1,"1602000,10730031,6183053",./data/images/DUTS_class/21/ILSVRC2013_test_00007315.jpg,0,75
"752640,3858279,3890336",32.750608734978954,"752640,3858279,3890336",0,"1800000,9226725,9303481",./data/images/DUTS_class/147/n02066245_2828.jpg,6,137
"752640,3327490,3501822",59.41134662423247,"752640,3327490,3501822",1,"1728000,7638704,8038957",./data/images/DUTS_class/437/sun_aklnynhngbqvasvy.jpg,4,68
"752640,4833993,2727785",30.455772113318506,"752640,4833993,2727785",0,"1602000,10286833,5805315",./data/images/DUTS_class/951/n07749582_17042.jpg,5,33
