img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,4110205,2875424",-88.36523126942339,"150528,4110205,2875424",0,"360000,9828775,6875887",./data/images/DUTS_class/21/ILSVRC2012_test_00050671.jpg,0,49
"150528,2228158,2362686",89.92236650158031,"150528,2228158,2362686",1,"360000,5327713,5649448",./data/images/DUTS_class/934/n07697537_19371.jpg,1,136
"150528,3194281,2226225",12.599033040204974,"150528,3194281,2226225",0,"320400,6797222,4736821",./data/images/DUTS_class/575/ILSVRC2014_train_00030434.jpg,2,198
"150528,2802552,3019512",-5.9471422778816105,"150528,2802552,3019512",1,"321600,5986646,6450491",./data/images/DUTS_class/817/n04285008_5440.jpg,3,262
"150528,3541453,3466913",73.54961363871162,"150528,3541453,3466913",0,"321600,7565450,7406311",./data/images/DUTS_class/147/ILSVRC2012_val_00037913.jpg,6,255
"150528,4018548,3908093",-24.34865148636301,"150528,4018548,3908093",0,"319200,8524501,8290227",./data/images/DUTS_class/437/sun_agixkwgtzwjasnie.jpg,4,66
"150528,3444361,3299300",2.251806822261784,"150528,3444361,3299300",1,"360000,8237057,7890227",./data/images/DUTS_class/151/ILSVRC2012_test_00057159.jpg,7,235
"150528,2865624,826990",57.55080570046977,"150528,2865624,826990",1,"360000,6851871,1977493",./data/images/DUTS_class/951/n07749582_15763.jpg,5,237
"301056,3241538,2853859",-10.975276022792286,"301056,3241538,2853859",1,"720000,7750795,6824055",./data/images/DUTS_class/934/n07697537_4564.jpg,1,136
"301056,5208209,4137575",-14.393665975728426,"301056,5208209,4137575",1,"933600,16151840,12831443",./data/images/DUTS_class/21/ILSVRC2012_test_00008011.jpg,0,49
"301056,2733348,2928228",46.938347037265714,"301056,2733348,2928228",0,"643200,5839880,6256293",./data/images/DUTS_class/147/ILSVRC2012_test_00006634.jpg,6,255
"301056,3502353,3388220",-37.25091500185767,"301056,3502353,3388220",1,"720000,8375874,8102769",./data/images/DUTS_class/817/n04285008_7382.jpg,3,262
"301056,4148811,3041552",-30.52439239264978,"301056,4148811,3041552",1,"710400,9788035,7175822",./data/images/DUTS_class/575/ILSVRC2012_test_00042637.jpg,2,198
"301056,3493311,3449108",17.351260647886573,"301056,3493311,3449108",0,"648000,7517131,7421805",./data/images/DUTS_class/437/sun_afrzbitmwnzbxsxh.jpg,4,66
"301056,4050430,1466284",-40.86822642361474,"301056,4050430,1466284",0,"638400,8591440,3110718",./data/images/DUTS_class/951/n07749582_18533.jpg,5,237
"301056,4087769,4028190",46.406884727473575,"301056,4087769,4028190",0,"816000,11078349,10916914",./data/images/DUTS_class/151/ILSVRC2012_test_00082351.jpg,7,235
"451584,2416703,566547",56.09308779217182,"451584,2416703,566547",0,"1080000,5778720,1355364",./data/images/DUTS_class/934/n07697537_29020.jpg,1,136
"451584,4223927,4651130",-82.82629537381905,"451584,4223927,4651130",0,"1162800,10877684,11977402",./data/images/DUTS_class/21/ILSVRC2013_test_00002105.jpg,0,49
"451584,2935550,3010307",-10.15474863393925,"451584,2935550,3010307",0,"961200,6247086,6406233",./data/images/DUTS_class/147/ILSVRC2014_train_00006847.jpg,6,255
"451584,3466782,3403763",-20.79548589531926,"451584,3466782,3403763",1,"1080000,8290037,8139522",./data/images/DUTS_class/817/ILSVRC2014_train_00051997.jpg,3,262
"451584,3742396,3784637",-25.94553017086298,"451584,3742396,3784637",0,"1080000,8949394,9050330",./data/images/DUTS_class/575/ILSVRC2012_test_00063360.jpg,2,198
"451584,3272238,2728159",-78.65355307113181,"451584,3272238,2728159",0,"993600,7200020,6003269",./data/images/DUTS_class/437/sun_aowjnjbemneergzl.jpg,4,66
"451584,3469688,2592333",45.928134033939536,"451584,3469688,2592333",1,"1029600,7913047,5912160",./data/images/DUTS_class/951/ILSVRC2012_test_00051117.jpg,5,237
"451584,2202968,1900620",12.420072356669722,"451584,2202968,1900620",1,"1080000,5268046,4544803",./data/images/DUTS_class/151/ILSVRC2012_test_00022362.jpg,7,235
"602112,2897172,2797849",-32.323005264786374,"602112,2897172,2797849",1,"1281600,6163993,5952901",./data/images/DUTS_class/934/n07697537_21059.jpg,1,136
"602112,2938021,2616658",23.28791920810072,"602112,2938021,2616658",1,"1372800,6698975,5965947",./data/images/DUTS_class/21/n01608432_6593.jpg,0,49
"602112,2588487,4019286",-14.471446402670054,"602112,2588487,4019286",1,"1281600,5507307,8552016",./data/images/DUTS_class/147/ILSVRC2012_test_00029090.jpg,6,255
"602112,2088300,1676580",-8.16475965484905,"602112,2088300,1676580",0,"1440000,4993453,4008227",./data/images/DUTS_class/817/ILSVRC2012_test_00070737.jpg,3,262
"602112,3372215,3166601",88.5231912686636,"602112,3372215,3166601",0,"1440000,8065703,7574004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,198
"602112,3073861,3245467",72.94517885510368,"602112,3073861,3245467",1,"1440000,7350998,7760958",./data/images/DUTS_class/437/sun_atxxqdvxgcbqyvak.jpg,4,66
"602112,3330630,3098290",26.58487451949405,"602112,3330630,3098290",1,"1315200,7273376,6765830",./data/images/DUTS_class/151/ILSVRC2012_test_00068219.jpg,7,235
"602112,3412965,2150867",81.0906708522158,"602112,3412965,2150867",0,"1675200,9496877,5984592",./data/images/DUTS_class/951/n07749582_5059.jpg,5,237
"752640,3100325,2917405",-36.421544522468174,"752640,3100325,2917405",1,"1800000,7413516,6976113",./data/images/DUTS_class/934/n07697537_15450.jpg,1,136
"752640,5113809,5338432",-67.57328846727671,"752640,5113809,5338432",1,"1800000,12229621,12766708",./data/images/DUTS_class/21/ILSVRC2013_test_00003152.jpg,0,49
"752640,3761306,5120037",3.021624666613121,"752640,3761306,5120037",1,"1800000,8994374,12243771",./data/images/DUTS_class/147/ILSVRC2012_test_00057757.jpg,6,255
"752640,2331572,1351491",52.408866485567636,"752640,2331572,1351491",0,"1800000,5575115,3231232",./data/images/DUTS_class/817/n04285008_3729.jpg,3,262
"752640,2236011,1901400",-62.364768131347226,"752640,2236011,1901400",0,"1800000,5346841,4547068",./data/images/DUTS_class/575/ILSVRC2012_test_00062402.jpg,2,198
"903168,3914969,3231568",55.11363730084486,"903168,3914969,3231568",0,"1922400,8332274,6878493",./data/images/DUTS_class/934/n07697537_20303.jpg,1,136
"752640,3537002,3307096",-41.179229627118815,"752640,3537002,3307096",0,"1800000,8457931,7908057",./data/images/DUTS_class/437/sun_adubffsczbfugcvx.jpg,4,66
"903168,3101294,2955111",-50.178836657256916,"903168,3101294,2955111",1,"2268000,7788908,7421745",./data/images/DUTS_class/21/ILSVRC2012_test_00086654.jpg,0,49
"752640,4451051,4301027",34.185234297434455,"752640,4451051,4301027",0,"2280000,13483733,13029298",./data/images/DUTS_class/151/ILSVRC2012_test_00069583.jpg,7,235
"752640,4149753,3361792",43.189723423529045,"752640,4149753,3361792",0,"1848000,10187926,8253493",./data/images/DUTS_class/951/ILSVRC2014_train_00036081.jpg,5,237
"903168,3603552,4274254",-57.78452937415267,"903168,3603552,4274254",1,"2109600,8417418,9984074",./data/images/DUTS_class/147/n02066245_14915.jpg,6,255
"903168,2759547,3141471",89.77052126810938,"903168,2759547,3141471",0,"1821600,5565310,6335721",./data/images/DUTS_class/817/n04285008_1730.jpg,3,262
"903168,2851914,1625644",-3.7699110051014912,"903168,2851914,1625644",1,"2160000,6819565,3887449",./data/images/DUTS_class/575/n03445924_9266.jpg,2,198
"1053696,3414358,3084275",30.19539522430512,"1053696,3414358,3084275",0,"2721600,8819630,7966791",./data/images/DUTS_class/21/ILSVRC2012_test_00006511.jpg,0,49
"1053696,3485628,1900601",-46.78682271323992,"1053696,3485628,1900601",0,"2520000,8334874,4544397",./data/images/DUTS_class/934/n07697537_18866.jpg,1,136
"903168,2645226,2798537",-72.25283596243834,"903168,2645226,2798537",0,"1922400,5630036,5956467",./data/images/DUTS_class/437/sun_aynnfuntzwpcpxqd.jpg,4,66
"903168,4298609,4153975",-46.03030099299642,"903168,4298609,4153975",1,"2368800,11273744,10893929",./data/images/DUTS_class/151/ILSVRC2012_test_00000661.jpg,7,235
"903168,4921885,2815678",50.16609073169561,"903168,4921885,2815678",1,"1922400,10473733,5992215",./data/images/DUTS_class/951/n07749582_17042.jpg,5,237
"1053696,3670670,4011786",-26.350139681180124,"1053696,3670670,4011786",0,"2494800,8689371,9496971",./data/images/DUTS_class/147/ILSVRC2012_test_00069846.jpg,6,255
"1053696,2784786,2225177",-1.0992282183199649,"1053696,2784786,2225177",0,"2360400,6236587,4983559",./data/images/DUTS_class/817/n04285008_8598.jpg,3,262
"1053696,4394125,3965552",61.42569446520035,"1053696,4394125,3965552",0,"2520000,10509478,9484819",./data/images/DUTS_class/575/n03445924_3327.jpg,2,198
"1204224,4094560,3400189",55.78296265176334,"1204224,4094560,3400189",1,"2928000,9955851,8267376",./data/images/DUTS_class/21/ILSVRC2012_test_00043639.jpg,0,49
"1204224,2921374,2489514",70.03434876484016,"1204224,2921374,2489514",1,"2880000,6985661,5952762",./data/images/DUTS_class/934/n07697537_5561.jpg,1,136
"1053696,3914934,2768675",-52.611195202603035,"1053696,3914934,2768675",0,"2234400,8303434,5872045",./data/images/DUTS_class/437/sun_aofommnoxgypyfcl.jpg,4,66
"1053696,4117563,1786377",-3.766371007132293,"1053696,4117563,1786377",1,"2520000,9847054,4272723",./data/images/DUTS_class/951/ILSVRC2012_test_00056698.jpg,5,237
