img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,2759929,2834716",35.08194829766262,"150528,2759929,2834716",1,"320400,5873286,6032433",./data/images/DUTS_class/147/ILSVRC2014_train_00006847.jpg,6,57
"150528,3108884,2903256",20.0017832636037,"150528,3108884,2903256",1,"360000,7435703,6944004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,154
"150528,2732920,2233808",-21.55425415494659,"150528,2732920,2233808",0,"360000,6535706,5342242",./data/images/DUTS_class/934/n07697537_15088.jpg,1,77
"150528,3461948,4080168",-85.75532711006677,"150528,3461948,4080168",0,"339600,7811902,9206217",./data/images/DUTS_class/437/sun_aqpphhufllwhjato.jpg,4,215
"150528,1948199,2148633",53.68371065689311,"150528,1948199,2148633",1,"240000,3105930,3425676",./data/images/DUTS_class/817/n04285008_4069.jpg,3,103
"150528,4482770,2376555",-58.48066443744187,"150528,4482770,2376555",0,"320400,9539233,5057715",./data/images/DUTS_class/951/n07749582_17042.jpg,5,112
"150528,3765551,4959233",-47.37503867424047,"150528,3765551,4959233",1,"409200,10235229,13481220",./data/images/DUTS_class/21/ILSVRC2012_test_00045616.jpg,0,281
"150528,3999966,3940381",-10.730677525296217,"150528,3999966,3940381",1,"408000,10840349,10678914",./data/images/DUTS_class/151/ILSVRC2012_test_00082351.jpg,7,243
"301056,3138070,2554446",28.377634330616647,"301056,3138070,2554446",1,"720000,7503566,6108098",./data/images/DUTS_class/934/ILSVRC2012_test_00070926.jpg,1,77
"301056,2577580,3249324",88.55976172963369,"301056,2577580,3249324",1,"607200,5198855,6553634",./data/images/DUTS_class/147/n02066245_22940.jpg,6,57
"301056,3654591,3696825",-46.044955090297705,"301056,3654591,3696825",0,"720000,8739394,8840330",./data/images/DUTS_class/575/ILSVRC2012_test_00063360.jpg,2,154
"301056,4106353,3995896",-70.46010366467054,"301056,4106353,3995896",1,"638400,8710701,8476427",./data/images/DUTS_class/437/sun_agixkwgtzwjasnie.jpg,4,215
"451584,2403792,2538304",-25.877236813353854,"451584,2403792,2538304",0,"1080000,5747713,6069448",./data/images/DUTS_class/934/n07697537_19371.jpg,1,77
"301056,2860244,1504092",-60.07506492322655,"301056,2860244,1504092",0,"720000,6839907,3596806",./data/images/DUTS_class/951/ILSVRC2012_test_00007922.jpg,5,112
"301056,1883749,1979393",48.084926155386675,"301056,1883749,1979393",1,"657600,4114412,4323519",./data/images/DUTS_class/817/n04285008_9654.jpg,3,103
"451584,4369503,4562186",-10.027760485993738,"451584,4369503,4562186",1,"1080000,10449739,10910381",./data/images/DUTS_class/575/n03445924_13316.jpg,2,154
"451584,2968915,3190775",-34.56192131089405,"451584,2968915,3190775",0,"961200,6317318,6789540",./data/images/DUTS_class/147/ILSVRC2012_test_00053990.jpg,6,57
