img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,2983631,2192155",19.513611708026573,"150528,2983631,2192155",0,"360000,7134345,5241797",./data/images/DUTS_class/934/n07697537_20962.jpg,1,180
"301056,2482634,2052385",25.13675375598957,"301056,2482634,2052385",1,"720000,5936412,4907960",./data/images/DUTS_class/934/n07697537_30793.jpg,1,180
"150528,2413623,1115695",-57.397332132889595,"150528,2413623,1115695",0,"320400,5137369,2375021",./data/images/DUTS_class/817/n04285008_3447.jpg,3,228
"150528,2645523,2840429",22.548903221133102,"150528,2645523,2840429",1,"321600,5652280,6068693",./data/images/DUTS_class/147/ILSVRC2012_test_00006634.jpg,6,150
"150528,2662260,2516066",57.99226354343057,"150528,2662260,2516066",0,"378000,6686408,6319245",./data/images/DUTS_class/21/ILSVRC2012_test_00086654.jpg,0,203
"150528,4018548,3908093",52.09268496528736,"150528,4018548,3908093",0,"319200,8524501,8290227",./data/images/DUTS_class/437/sun_agixkwgtzwjasnie.jpg,4,6
"150528,3108884,2903256",1.1469614706025624,"150528,3108884,2903256",1,"360000,7435703,6944004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,92
"150528,2553713,1393680",-0.7581743976182338,"150528,2553713,1393680",1,"360000,6106368,3332610",./data/images/DUTS_class/951/n07749582_20067.jpg,5,115
"150528,3462297,1883196",-78.663221303651,"150528,3462297,1883196",1,"360000,8279097,4503122",./data/images/DUTS_class/151/ILSVRC2012_test_00044209.jpg,7,34
"451584,3046672,2452757",58.52208495031559,"451584,3046672,2452757",1,"1080000,7285391,5865479",./data/images/DUTS_class/934/n07697537_20972.jpg,1,180
"602112,2126253,1673927",41.38335931867962,"602112,2126253,1673927",1,"1440000,5084542,4002690",./data/images/DUTS_class/934/n07697537_7092.jpg,1,180
"301056,3019333,3807332",-47.808357803408136,"301056,3019333,3807332",0,"720000,7219792,9104119",./data/images/DUTS_class/147/n02066245_12249.jpg,6,150
"301056,4800663,5198789",-42.092459759574965,"301056,4800663,5198789",0,"640800,10216884,11064048",./data/images/DUTS_class/21/ILSVRC2013_test_00000987.jpg,0,203
"301056,2255057,1586471",-70.88681373776544,"301056,2255057,1586471",1,"720000,5392635,3793894",./data/images/DUTS_class/817/ILSVRC2012_test_00051286.jpg,3,228
"301056,3184423,2640354",20.338084051808156,"301056,3184423,2640354",1,"662400,7006820,5810069",./data/images/DUTS_class/437/sun_aowjnjbemneergzl.jpg,4,6
"752640,3550048,1927052",35.09817623642863,"752640,3550048,1927052",1,"1800000,8488983,4608105",./data/images/DUTS_class/934/n07697537_30165.jpg,1,180
