img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,4193948,4386652",-66.18163493374064,"150528,4193948,4386652",1,"360000,10029739,10490381",./data/images/DUTS_class/575/n03445924_13316.jpg,2,251
"150528,2793292,3015160",2.2959052167527005,"150528,2793292,3015160",1,"320400,5943518,6415740",./data/images/DUTS_class/147/ILSVRC2012_test_00053990.jpg,6,94
"150528,2838393,2398729",-3.893200250971873,"150528,2838393,2398729",1,"346800,6540128,5526969",./data/images/DUTS_class/437/sun_astuiyhxcpkrezng.jpg,4,267
"150528,2732920,2233808",58.22651503285749,"150528,2732920,2233808",0,"360000,6535706,5342242",./data/images/DUTS_class/934/n07697537_15088.jpg,1,2
"150528,2484681,1223237",86.79692130025009,"150528,2484681,1223237",0,"331200,5468176,2692455",./data/images/DUTS_class/151/ILSVRC2013_test_00006296.jpg,7,177
"301056,2500676,1274396",-31.83638497627539,"301056,2500676,1274396",0,"720000,5979565,3047449",./data/images/DUTS_class/575/n03445924_9266.jpg,2,251
"150528,4048251,4475458",-41.705465180389744,"150528,4048251,4475458",0,"387600,10425484,11525202",./data/images/DUTS_class/21/ILSVRC2013_test_00002105.jpg,0,239
"150528,3414556,3300420",-26.4335756510647,"150528,3414556,3300420",1,"360000,8165874,7892769",./data/images/DUTS_class/817/n04285008_7382.jpg,3,54
"150528,3798527,3010575",-9.439503840189957,"150528,3798527,3010575",1,"369600,9325526,7391093",./data/images/DUTS_class/951/ILSVRC2014_train_00036081.jpg,5,276
"451584,2675567,2680657",-80.5913573274278,"451584,2675567,2680657",1,"964800,5716149,5727028",./data/images/DUTS_class/575/ILSVRC2012_test_00055689.jpg,2,251
"301056,2847742,2922520",-77.28280569919981,"301056,2847742,2922520",0,"640800,6060186,6219333",./data/images/DUTS_class/147/ILSVRC2014_train_00006847.jpg,6,94
"301056,3352768,3600218",42.38550845843406,"301056,3352768,3600218",0,"720000,8017294,8608254",./data/images/DUTS_class/437/sun_adxcbxnjvycdxajj.jpg,4,267
"301056,3154928,2922591",7.616615287821106,"301056,3154928,2922591",0,"657600,6889776,6382230",./data/images/DUTS_class/151/ILSVRC2012_test_00068219.jpg,7,177
"301056,2788632,1778591",-37.55643828161024,"301056,2788632,1778591",1,"604800,5598868,3570776",./data/images/DUTS_class/934/n07697537_29617.jpg,1,2
"301056,3403510,2709136",-26.4568107873731,"301056,3403510,2709136",0,"732000,8275851,6587376",./data/images/DUTS_class/21/ILSVRC2012_test_00043639.jpg,0,239
"602112,3372215,3166601",65.93465982180498,"602112,3372215,3166601",1,"1440000,8065703,7574004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,251
"301056,2183046,2144250",-69.58240362214508,"301056,2183046,2144250",1,"600000,4350611,4273446",./data/images/DUTS_class/817/ILSVRC2013_test_00004862.jpg,3,54
"301056,4570577,2464365",-7.088297579146371,"301056,4570577,2464365",0,"640800,9726133,5244615",./data/images/DUTS_class/951/n07749582_17042.jpg,5,276
"451584,2821162,3016034",-11.180051127937391,"451584,2821162,3016034",1,"964800,6027480,6443893",./data/images/DUTS_class/147/ILSVRC2012_test_00006634.jpg,6,94
"752640,3104156,2519119",-41.31904634450135,"752640,3104156,2519119",0,"1800000,7423412,6024213",./data/images/DUTS_class/575/ILSVRC2013_test_00000934.jpg,2,251
"451584,1303562,1626358",42.570259395280935,"451584,1303562,1626358",1,"1080000,3117014,3888952",./data/images/DUTS_class/437/sun_ahkedzcpojysdycn.jpg,4,267
"451584,2630867,2236470",80.26070994112963,"451584,2630867,2236470",0,"1080000,6290701,5347297",./data/images/DUTS_class/151/ILSVRC2012_test_00069103.jpg,7,177
"451584,4169360,3863994",62.65483608417674,"451584,4169360,3863994",1,"1080000,9969912,9239823",./data/images/DUTS_class/934/n07697537_4725.jpg,1,2
"451584,4830608,4527527",85.84652896577379,"451584,4830608,4527527",0,"1112400,11898818,11152343",./data/images/DUTS_class/21/ILSVRC2012_test_00099816.jpg,0,239
"451584,3066352,3753480",82.59989502721929,"451584,3066352,3753480",0,"961200,6524817,7986648",./data/images/DUTS_class/817/n02958343_427.jpg,3,54
"903168,4306325,3877741",-59.129090809015466,"903168,4306325,3877741",0,"2160000,10299478,9274819",./data/images/DUTS_class/575/n03445924_3327.jpg,2,251
"602112,3548832,3867592",49.43946419726846,"602112,3548832,3867592",0,"1440000,8485974,9248304",./data/images/DUTS_class/147/n02066245_2216.jpg,6,94
"602112,3868459,3156080",-36.33359086324751,"602112,3868459,3156080",0,"1329600,8541395,6968444",./data/images/DUTS_class/437/sun_ajebiurepzdzjwvw.jpg,4,267
"602112,2320041,2017700",-78.54293804749659,"602112,2320041,2017700",0,"1440000,5548046,4824803",./data/images/DUTS_class/151/ILSVRC2012_test_00022362.jpg,7,177
"602112,2995452,3128490",14.924832241185696,"602112,2995452,3128490",0,"950400,4729889,4939993",./data/images/DUTS_class/21/sun_btqgtvvifrthpsyl.jpg,0,239
"602112,2504500,654372",-29.04014533513834,"602112,2504500,654372",0,"1440000,5988720,1565364",./data/images/DUTS_class/934/n07697537_29020.jpg,1,2
"451584,2948061,1591908",54.440254725997455,"451584,2948061,1591908",1,"1080000,7049907,3806806",./data/images/DUTS_class/951/ILSVRC2012_test_00007922.jpg,5,276
"1053696,4093630,4135857",-78.46319484089584,"1053696,4093630,4135857",0,"2520000,9789394,9890330",./data/images/DUTS_class/575/ILSVRC2012_test_00063360.jpg,2,251
"602112,3303986,2556770",-20.082568209518683,"602112,3303986,2556770",0,"1440000,7901173,6114211",./data/images/DUTS_class/817/n04285008_10223.jpg,3,54
"752640,2994031,3665778",-70.25322134470551,"752640,2994031,3665778",0,"1518000,6038855,7393634",./data/images/DUTS_class/147/n02066245_22940.jpg,6,94
"752640,2597676,2680408",2.157191362642635,"752640,2597676,2680408",1,"1800000,6212440,6410327",./data/images/DUTS_class/437/sun_aahiydfvmdrrpyru.jpg,4,267
"752640,3795588,3650535",-64.02661450722587,"752640,3795588,3650535",0,"1800000,9077057,8730227",./data/images/DUTS_class/151/ILSVRC2012_test_00057159.jpg,7,177
"752640,3319044,2586995",9.813859593254435,"752640,3319044,2586995",0,"1602000,7062997,5505294",./data/images/DUTS_class/934/n07697537_8862.jpg,1,2
"752640,3518651,1913128",-28.141885244428444,"752640,3518651,1913128",1,"1800000,8413924,4574080",./data/images/DUTS_class/21/sun_bwokfcwpbtmefhrt.jpg,0,239
