img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,2412948,1186667",88.88163438542641,"150528,2412948,1186667",0,"360000,5769565,2837449",./data/images/DUTS_class/575/n03445924_9266.jpg,2,15
"150528,4162481,4183415",62.417247784793396,"150528,4162481,4183415",0,"320400,8857770,8902672",./data/images/DUTS_class/817/n04285008_6576.jpg,3,276
"150528,3993741,3688387",72.25347626476602,"150528,3993741,3688387",0,"360000,9549912,8819823",./data/images/DUTS_class/934/n07697537_4725.jpg,1,290
"301056,3282002,2313950",29.747065324654347,"301056,3282002,2313950",1,"640800,6984122,4923721",./data/images/DUTS_class/575/ILSVRC2014_train_00030434.jpg,2,15
"150528,2645523,2840429",-34.898163135437905,"150528,2645523,2840429",1,"321600,5652280,6068693",./data/images/DUTS_class/147/ILSVRC2012_test_00006634.jpg,6,282
"150528,3073544,3337878",-54.23815550327782,"150528,3073544,3337878",0,"360000,7349243,7981658",./data/images/DUTS_class/437/sun_bjxznttjixzvrekx.jpg,4,82
"301056,2482634,2052385",27.097341258644718,"301056,2482634,2052385",1,"720000,5936412,4907960",./data/images/DUTS_class/934/n07697537_30793.jpg,1,290
"150528,4177186,4049068",11.369753947466664,"150528,4177186,4049068",1,"433200,12018581,11650201",./data/images/DUTS_class/21/ILSVRC2012_test_00049543.jpg,0,261
"301056,2068148,1088062",71.85129337897091,"301056,2068148,1088062",0,"720000,4945115,2601232",./data/images/DUTS_class/817/n04285008_3729.jpg,3,276
"451584,2060380,1725785",88.60680927246081,"451584,2060380,1725785",0,"1080000,4926841,4127068",./data/images/DUTS_class/575/ILSVRC2012_test_00062402.jpg,2,15
"150528,3473608,3254168",-4.972539552494184,"150528,3473608,3254168",0,"480000,11076562,10377037",./data/images/DUTS_class/151/ILSVRC2012_test_00070582.jpg,7,47
"150528,3149543,1887442",52.4028422908313,"150528,3149543,1887442",0,"418800,8763977,5251692",./data/images/DUTS_class/951/n07749582_5059.jpg,5,180
"451584,3520505,2837104",43.756582124467535,"451584,3520505,2837104",1,"961200,7492274,6038493",./data/images/DUTS_class/934/n07697537_20303.jpg,1,290
"602112,3830198,3872447",53.829562796136166,"602112,3830198,3872447",0,"1440000,9159394,9260330",./data/images/DUTS_class/575/ILSVRC2012_test_00063360.jpg,2,15
"451584,3291857,3360351",57.07935214682766,"451584,3291857,3360351",0,"961200,7003270,7149081",./data/images/DUTS_class/817/n04285008_8635.jpg,3,276
"301056,3373222,3691981",-77.67874142390383,"301056,3373222,3691981",1,"720000,8065974,8828304",./data/images/DUTS_class/147/n02066245_2216.jpg,6,282
"301056,2413705,2073156",36.589962177686246,"301056,2413705,2073156",1,"720000,5771359,4956693",./data/images/DUTS_class/437/sun_ablfqiwfqomjarht.jpg,4,82
