img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,3464675,3044581",-14.37113846246747,"150528,3464675,3044581",0,"360000,8285022,7280502",./data/images/DUTS_class/934/n07697537_14881.jpg,1,150
"150528,3136135,2660109",85.67040533978997,"150528,3136135,2660109",0,"320400,6673852,5661054",./data/images/DUTS_class/151/n02085620_3514.jpg,7,236
"150528,2783653,3024585",-27.043812902224158,"150528,2783653,3024585",0,"315600,5843709,6349097",./data/images/DUTS_class/437/sun_arlikgkzcfsfgohp.jpg,4,86
"150528,2209567,3071999",58.51345077749338,"150528,2209567,3071999",1,"320400,4702292,6537686",./data/images/DUTS_class/147/n02062744_2255.jpg,6,132
"150528,2709008,884008",-82.73274588910395,"150528,2709008,884008",0,"320400,5764241,1881826",./data/images/DUTS_class/951/ILSVRC2014_train_00033659.jpg,5,34
"150528,3194281,2226225",79.18666761786568,"150528,3194281,2226225",1,"320400,6797222,4736821",./data/images/DUTS_class/575/ILSVRC2014_train_00030434.jpg,2,60
"150528,495277,469444",-87.86443933873173,"150528,495277,469444",1,"300000,986849,935291",./data/images/DUTS_class/817/n04285008_808.jpg,3,44
"150528,4712847,5110980",15.549872201343119,"150528,4712847,5110980",0,"320400,10029984,10877148",./data/images/DUTS_class/21/ILSVRC2013_test_00000987.jpg,0,180
"301056,1834003,1520934",9.425145861959564,"301056,1834003,1520934",0,"720000,4384973,3636515",./data/images/DUTS_class/934/n07697537_32913.jpg,1,150
"301056,4205835,4237401",77.23175223288145,"301056,4205835,4237401",1,"640800,8951506,9018664",./data/images/DUTS_class/147/ILSVRC2012_test_00003017.jpg,6,132
"301056,2914932,3020032",16.445831443926565,"301056,2914932,3020032",1,"583200,5647652,5851245",./data/images/DUTS_class/817/n04285008_2280.jpg,3,44
"301056,3601606,3038836",-65.25293210209067,"301056,3601606,3038836",0,"643200,7694329,6491874",./data/images/DUTS_class/951/ILSVRC2012_val_00035888.jpg,5,34
"301056,3576672,3235705",62.757840217238645,"301056,3576672,3235705",0,"720000,8551995,7736533",./data/images/DUTS_class/437/sun_amwnqpoecflqnumf.jpg,4,86
"301056,3754147,3623194",-67.44494170283863,"301056,3754147,3623194",0,"720000,8976973,8664090",./data/images/DUTS_class/575/n03445924_5295.jpg,2,60
"301056,2819836,2952874",60.03133560261594,"301056,2819836,2952874",0,"475200,4452689,4662793",./data/images/DUTS_class/21/sun_btqgtvvifrthpsyl.jpg,0,180
"301056,2085957,1783612",2.2348575273224327,"301056,2085957,1783612",1,"720000,4988046,4264803",./data/images/DUTS_class/151/ILSVRC2012_test_00022362.jpg,7,236
"451584,3318188,2622394",-13.978989357586258,"451584,3318188,2622394",1,"964800,7088439,5602395",./data/images/DUTS_class/934/n07697537_15116.jpg,1,150
"451584,2935550,3010307",-88.71301762816807,"451584,2935550,3010307",1,"961200,6247086,6406233",./data/images/DUTS_class/147/ILSVRC2014_train_00006847.jpg,6,132
"451584,2729331,1569297",58.745173652607185,"451584,2729331,1569297",1,"1080000,6526368,3752610",./data/images/DUTS_class/951/n07749582_20067.jpg,5,34
"451584,3514021,3559914",2.639466561359285,"451584,3514021,3559914",1,"961200,7477847,7575446",./data/images/DUTS_class/437/sun_axcbfwdeevusrsiy.jpg,4,86
"451584,3789166,3724881",-4.397665494253786,"451584,3789166,3724881",0,"1080000,9061816,8908024",./data/images/DUTS_class/817/n04285008_2478.jpg,3,44
"451584,2928532,2343488",-45.43277894860657,"451584,2928532,2343488",1,"1080000,7003412,5604213",./data/images/DUTS_class/575/ILSVRC2013_test_00000934.jpg,2,60
"451584,3817333,3732672",-62.828485074396745,"451584,3817333,3732672",0,"1152000,9736533,9520649",./data/images/DUTS_class/21/ILSVRC2012_test_00043552.jpg,0,180
"451584,3649229,3429783",32.154193515145124,"451584,3649229,3429783",1,"1440000,11636562,10937037",./data/images/DUTS_class/151/ILSVRC2012_test_00070582.jpg,7,236
"602112,2658167,2227936",-43.189926194475355,"602112,2658167,2227936",1,"1440000,6356412,5327960",./data/images/DUTS_class/934/n07697537_30793.jpg,1,150
"602112,2855199,3526948",-5.782508818870668,"602112,2855199,3526948",1,"1214400,5758855,7113634",./data/images/DUTS_class/147/n02066245_22940.jpg,6,132
"602112,2638764,1662586",86.8133475579244,"602112,2638764,1662586",1,"1440000,6310721,3976169",./data/images/DUTS_class/951/ILSVRC2012_test_00066396.jpg,5,34
