img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,1847445,510879",-19.548386919336934,"150528,1847445,510879",0,"361200,4433785,1226391",./data/images/DUTS_class/934/n07697537_28798.jpg,1,245
"150528,3290973,3284791",-42.41147128083574,"150528,3290973,3284791",0,"320400,7002564,6989339",./data/images/DUTS_class/147/ILSVRC2012_test_00006733.jpg,6,26
"150528,2838393,2398729",26.36716896252459,"150528,2838393,2398729",1,"346800,6540128,5526969",./data/images/DUTS_class/437/sun_astuiyhxcpkrezng.jpg,4,56
"150528,1884833,1550240",-3.743827114928607,"150528,1884833,1550240",1,"360000,4506841,3707068",./data/images/DUTS_class/575/ILSVRC2012_test_00062402.jpg,2,252
"150528,3859572,3714936",55.748963575675965,"150528,3859572,3714936",0,"394800,10122244,9742429",./data/images/DUTS_class/151/ILSVRC2012_test_00000661.jpg,7,174
"150528,2709008,884008",-69.83600297944753,"150528,2709008,884008",0,"320400,5764241,1881826",./data/images/DUTS_class/951/ILSVRC2014_train_00033659.jpg,5,62
"150528,3036430,3057424",78.54128885289991,"150528,3036430,3057424",0,"320400,6462002,6506364",./data/images/DUTS_class/817/n04285008_3864.jpg,3,231
"150528,3857198,4241238",-18.48348423371533,"150528,3857198,4241238",1,"410400,10516779,11563609",./data/images/DUTS_class/21/ILSVRC2012_val_00045746.jpg,0,235
"301056,3054112,2282338",-26.317128886066772,"301056,3054112,2282338",0,"720000,7303079,5457503",./data/images/DUTS_class/934/n07697537_24153.jpg,1,245
"301056,3497818,4856550",-8.948003266593801,"301056,3497818,4856550",0,"720000,8364374,11613771",./data/images/DUTS_class/147/ILSVRC2012_test_00057757.jpg,6,26
"301056,4106353,3995896",30.661014350577194,"301056,4106353,3995896",0,"638400,8710701,8476427",./data/images/DUTS_class/437/sun_agixkwgtzwjasnie.jpg,4,56
"301056,3223941,2747930",68.46964707581553,"301056,3223941,2747930",1,"640800,6860752,5847954",./data/images/DUTS_class/151/n02085620_3514.jpg,7,174
"301056,3754147,3623194",89.4057466842308,"301056,3754147,3623194",1,"720000,8976973,8664090",./data/images/DUTS_class/575/n03445924_5295.jpg,2,252
"301056,2641528,1481492",-81.77003901892121,"301056,2641528,1481492",1,"720000,6316368,3542610",./data/images/DUTS_class/951/n07749582_20067.jpg,5,62
"301056,2242285,2370033",-40.12839961382563,"301056,2242285,2370033",1,"811200,6042654,6386725",./data/images/DUTS_class/817/n04285008_8216.jpg,3,231
"451584,4452674,3746313",-70.07277750048695,"451584,4452674,3746313",1,"781200,7702778,6480660",./data/images/DUTS_class/934/n07697537_9001.jpg,1,245
"301056,4742727,4439651",-35.88948921497837,"301056,4742727,4439651",0,"741600,11682518,10936043",./data/images/DUTS_class/21/ILSVRC2012_test_00099816.jpg,0,235
"451584,2821162,3016034",72.44859097669669,"451584,2821162,3016034",1,"964800,6027480,6443893",./data/images/DUTS_class/147/ILSVRC2012_test_00006634.jpg,6,26
"451584,1303562,1626358",-83.33851581722767,"451584,1303562,1626358",0,"1080000,3117014,3888952",./data/images/DUTS_class/437/sun_ahkedzcpojysdycn.jpg,4,56
"451584,2675567,2680657",-57.9744709448745,"451584,2675567,2680657",0,"964800,5716149,5727028",./data/images/DUTS_class/575/ILSVRC2012_test_00055689.jpg,2,252
"451584,4266185,4116131",39.25598395481967,"451584,4266185,4116131",1,"1368000,12923733,12469298",./data/images/DUTS_class/151/ILSVRC2012_test_00069583.jpg,7,174
"451584,3469688,2592333",44.481702841648456,"451584,3469688,2592333",0,"1029600,7913047,5912160",./data/images/DUTS_class/951/ILSVRC2012_test_00051117.jpg,5,62
"602112,3185674,2903688",-46.55309170123455,"602112,3185674,2903688",1,"1440000,7617402,6943288",./data/images/DUTS_class/934/n07697537_1002.jpg,1,245
"451584,3679946,3653280",-51.84848491600539,"451584,3679946,3653280",1,"957600,7806535,7749893",./data/images/DUTS_class/817/n04285008_5884.jpg,3,231
"602112,3548832,3867592",66.89005622627639,"602112,3548832,3867592",0,"1440000,8485974,9248304",./data/images/DUTS_class/147/n02066245_2216.jpg,6,26
"602112,2589327,2248779",29.96876636758691,"602112,2589327,2248779",0,"1440000,6191359,5376693",./data/images/DUTS_class/437/sun_ablfqiwfqomjarht.jpg,4,56
"451584,2717286,1507741",-59.806948139488796,"451584,2717286,1507741",1,"1080000,6497384,3605269",./data/images/DUTS_class/21/ILSVRC2012_test_00020807.jpg,0,235
