img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,2354248,1866126",-30.72481733435789,"150528,2354248,1866126",1,"360000,5628872,4461762",./data/images/DUTS_class/934/n07697537_33900.jpg,1,145
"150528,4118034,4149586",-49.36035021118456,"150528,4118034,4149586",1,"320400,8764606,8831764",./data/images/DUTS_class/147/ILSVRC2012_test_00003017.jpg,6,7
"150528,2051076,2036434",-31.404915767271646,"150528,2051076,2036434",1,"320400,4363720,4332686",./data/images/DUTS_class/817/n04285008_5924.jpg,3,205
"150528,3108884,2903256",40.63358160878747,"150528,3108884,2903256",1,"360000,7435703,6944004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,138
"150528,2709008,884008",-23.937857169717503,"150528,2709008,884008",0,"320400,5764241,1881826",./data/images/DUTS_class/951/ILSVRC2014_train_00033659.jpg,5,132
"150528,3136135,2660109",-28.829568242238878,"150528,3136135,2660109",0,"320400,6673852,5661054",./data/images/DUTS_class/151/n02085620_3514.jpg,7,274
"150528,3531401,4706451",-4.578658634976918,"150528,3531401,4706451",0,"480000,11260336,15007298",./data/images/DUTS_class/21/n01503061_8461.jpg,0,185
"150528,3068834,2838922",-49.699166253098156,"150528,3068834,2838922",1,"360000,7337931,6788057",./data/images/DUTS_class/437/sun_adubffsczbfugcvx.jpg,4,137
"301056,3377946,2593264",85.22663988568007,"301056,3377946,2593264",1,"720000,8077323,6200675",./data/images/DUTS_class/934/n07697537_26239.jpg,1,145
"301056,3019333,3807332",-8.993899522072695,"301056,3019333,3807332",0,"720000,7219792,9104119",./data/images/DUTS_class/147/n02066245_12249.jpg,6,7
"301056,2641528,1481492",87.362409695986,"301056,2641528,1481492",1,"720000,6316368,3542610",./data/images/DUTS_class/951/n07749582_20067.jpg,5,132
"301056,2468341,746044",-69.56679669529052,"301056,2468341,746044",1,"720000,5902032,1783909",./data/images/DUTS_class/817/n04285008_579.jpg,3,205
"301056,3955073,3526520",46.50762558419978,"301056,3955073,3526520",0,"720000,9459478,8434819",./data/images/DUTS_class/575/n03445924_3327.jpg,2,138
"301056,3393349,3192096",-63.46884565517293,"301056,3393349,3192096",0,"777600,8765505,8245461",./data/images/DUTS_class/21/ILSVRC2012_test_00070956.jpg,0,185
"301056,3947378,3802746",41.36074170261031,"301056,3947378,3802746",1,"789600,10352544,9972729",./data/images/DUTS_class/151/ILSVRC2012_test_00000661.jpg,7,274
"301056,2119274,2272585",41.40706063193929,"301056,2119274,2272585",1,"640800,4510036,4836467",./data/images/DUTS_class/437/sun_aynnfuntzwpcpxqd.jpg,4,137
"451584,3624184,3656250",73.60185510653112,"451584,3624184,3656250",0,"1080000,8666725,8743481",./data/images/DUTS_class/147/n02066245_2828.jpg,6,7
"451584,3549098,1351778",-74.98462189670438,"451584,3549098,1351778",1,"1209600,9506431,3620810",./data/images/DUTS_class/934/n07697537_5382.jpg,1,145
"451584,2907755,3040801",39.26618174047164,"451584,2907755,3040801",0,"712800,4591289,4801393",./data/images/DUTS_class/21/sun_btqgtvvifrthpsyl.jpg,0,185
"451584,2000485,1588754",-8.055244189093075,"451584,2000485,1588754",0,"1080000,4783453,3798227",./data/images/DUTS_class/817/ILSVRC2012_test_00070737.jpg,3,205
"451584,3649387,1318204",-71.09511100795922,"451584,3649387,1318204",1,"1080000,8727054,3152723",./data/images/DUTS_class/951/ILSVRC2012_test_00056698.jpg,5,132
"451584,3878399,3850772",21.73978774544598,"451584,3878399,3850772",0,"1080000,9274430,9208534",./data/images/DUTS_class/575/n03445924_16351.jpg,2,138
"451584,4266185,4116131",25.704099308730587,"451584,4266185,4116131",1,"1368000,12923733,12469298",./data/images/DUTS_class/151/ILSVRC2012_test_00069583.jpg,7,274
"602112,2855199,3526948",54.823465340015105,"602112,2855199,3526948",0,"1214400,5758855,7113634",./data/images/DUTS_class/147/n02066245_22940.jpg,6,7
"451584,4206364,4108833",-56.17437035324004,"451584,4206364,4108833",1,"1080000,10059323,9826247",./data/images/DUTS_class/437/sun_afzibpmwtqaraock.jpg,4,137
"602112,3544012,3478721",-33.12254032755362,"602112,3544012,3478721",0,"1281600,7542155,7403441",./data/images/DUTS_class/21/ILSVRC2013_test_00007500.jpg,0,185
"602112,2982294,2693752",41.691775186510256,"602112,2982294,2693752",0,"1286400,6371319,5755216",./data/images/DUTS_class/934/n07697537_25476.jpg,1,145
"602112,4168412,3884392",51.55040052619961,"602112,4168412,3884392",0,"1440000,9968159,9289348",./data/images/DUTS_class/817/ILSVRC2013_test_00002482.jpg,3,205
"602112,2023125,1268722",58.485845978962345,"602112,2023125,1268722",1,"1286400,4321840,2710097",./data/images/DUTS_class/951/ILSVRC2012_val_00030225.jpg,5,132
"602112,3457616,2489561",-64.78911844615189,"602112,3457616,2489561",1,"1281600,7357922,5297521",./data/images/DUTS_class/575/ILSVRC2014_train_00030434.jpg,2,138
"602112,3707853,3562803",-39.402819569611296,"602112,3707853,3562803",0,"1440000,8867057,8520227",./data/images/DUTS_class/151/ILSVRC2012_test_00057159.jpg,7,274
