img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,2500033,2505127",-1.622788090633108,"150528,2500033,2505127",1,"321600,5340949,5351828",./data/images/DUTS_class/575/ILSVRC2012_test_00055689.jpg,2,25
"150528,2771055,2372836",31.704690789743093,"150528,2771055,2372836",1,"360000,6626870,5674938",./data/images/DUTS_class/934/n07697537_22242.jpg,1,137
"150528,3409998,4768744",71.52408806731954,"150528,3409998,4768744",0,"360000,8154374,11403771",./data/images/DUTS_class/147/ILSVRC2012_test_00057757.jpg,6,261
"150528,2732039,2865083",-50.289586909100215,"150528,2732039,2865083",0,"237600,4314089,4524193",./data/images/DUTS_class/21/sun_btqgtvvifrthpsyl.jpg,0,114
"301056,2958940,2365022",59.61352817012582,"301056,2958940,2365022",1,"720000,7075391,5655479",./data/images/DUTS_class/934/n07697537_20972.jpg,1,137
"301056,2840724,2255684",54.334089380490866,"301056,2840724,2255684",1,"720000,6793412,5394213",./data/images/DUTS_class/575/ILSVRC2013_test_00000934.jpg,2,25
"301056,3373222,3691981",69.65838283975262,"301056,3373222,3691981",0,"720000,8065974,8828304",./data/images/DUTS_class/147/n02066245_2216.jpg,6,261
"150528,1987786,2141097",26.87183117865244,"150528,1987786,2141097",1,"320400,4230036,4556467",./data/images/DUTS_class/437/sun_aynnfuntzwpcpxqd.jpg,4,151
"150528,2752241,2764154",-47.671447997026426,"150528,2752241,2764154",1,"316800,5791728,5816647",./data/images/DUTS_class/817/n04285008_5063.jpg,3,283
"150528,1968880,1666534",55.46678341869333,"150528,1968880,1666534",1,"360000,4708046,3984803",./data/images/DUTS_class/151/ILSVRC2012_test_00022362.jpg,7,200
"150528,3169404,1242727",67.12264053558295,"150528,3169404,1242727",0,"360000,7578695,2971743",./data/images/DUTS_class/951/ILSVRC2014_train_00038414.jpg,5,35
"301056,3972428,5092970",10.76436490969435,"301056,3972428,5092970",0,"640800,8452961,10837330",./data/images/DUTS_class/21/ILSVRC2013_test_00004947.jpg,0,114
"451584,3210461,3016003",-76.01021073834335,"451584,3210461,3016003",1,"961200,6831169,6417423",./data/images/DUTS_class/934/n07697537_18175.jpg,1,137
