img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,2749098,2566156",-83.1840393018051,"150528,2749098,2566156",0,"360000,6573516,6136113",./data/images/DUTS_class/934/n07697537_15450.jpg,1,110
"150528,2320507,2702426",-20.410888588683648,"150528,2320507,2702426",0,"303600,4679810,5450221",./data/images/DUTS_class/817/n04285008_1730.jpg,3,24
"150528,4061078,2953814",83.50982778485633,"150528,4061078,2953814",0,"355200,9580835,6968622",./data/images/DUTS_class/575/ILSVRC2012_test_00042637.jpg,2,102
"150528,3999966,3940381",-61.633172211072186,"150528,3999966,3940381",0,"408000,10840349,10678914",./data/images/DUTS_class/151/ILSVRC2012_test_00082351.jpg,7,198
"150528,2508238,2977283",-41.57926181761666,"150528,2508238,2977283",1,"362400,6040045,7169380",./data/images/DUTS_class/437/sun_azkldzgleoexgums.jpg,4,47
"150528,3167422,1561888",55.11579145775285,"150528,3167422,1561888",1,"360000,7573924,3734080",./data/images/DUTS_class/21/sun_bwokfcwpbtmefhrt.jpg,0,122
"150528,3409998,4768744",-62.86118905690818,"150528,3409998,4768744",0,"360000,8154374,11403771",./data/images/DUTS_class/147/ILSVRC2012_test_00057757.jpg,6,150
"150528,2358343,825520",-78.20687527577726,"150528,2358343,825520",0,"321600,5038272,1763971",./data/images/DUTS_class/951/ILSVRC2012_test_00043804.jpg,5,116
"301056,2328983,478813",17.81711328645244,"301056,2328983,478813",1,"720000,5568720,1145364",./data/images/DUTS_class/934/n07697537_29020.jpg,1,110
"301056,3475821,2329535",-5.261411085494402,"301056,3475821,2329535",1,"638400,7372434,4941045",./data/images/DUTS_class/437/sun_aofommnoxgypyfcl.jpg,4,47
"301056,2572498,1311042",66.40463913454266,"301056,2572498,1311042",0,"662400,5661376,2885655",./data/images/DUTS_class/151/ILSVRC2013_test_00006296.jpg,7,198
"301056,3701357,3637064",-77.5497487000794,"301056,3701357,3637064",1,"720000,8851816,8698024",./data/images/DUTS_class/817/n04285008_2478.jpg,3,24
"301056,3403637,2625753",-21.346323519006962,"301056,3403637,2625753",1,"643200,7271213,5609490",./data/images/DUTS_class/951/n07749582_690.jpg,5,116
"301056,2840724,2255684",-10.342336407857132,"301056,2840724,2255684",0,"720000,6793412,5394213",./data/images/DUTS_class/575/ILSVRC2013_test_00000934.jpg,2,102
"301056,3972428,5092970",61.136569315673974,"301056,3972428,5092970",1,"640800,8452961,10837330",./data/images/DUTS_class/21/ILSVRC2013_test_00004947.jpg,0,122
"301056,2412870,3843672",-83.86842016189667,"301056,2412870,3843672",1,"640800,5133507,8178216",./data/images/DUTS_class/147/ILSVRC2012_test_00029090.jpg,6,150
"451584,2493571,1048807",-55.647014937418,"451584,2493571,1048807",1,"1080000,5963016,2508485",./data/images/DUTS_class/934/n07697537_14218.jpg,1,110
"451584,2501514,2160967",-2.892941121060389,"451584,2501514,2160967",1,"1080000,5981359,5166693",./data/images/DUTS_class/437/sun_ablfqiwfqomjarht.jpg,4,47
"451584,2017936,2099221",13.580930686765894,"451584,2017936,2099221",0,"1080000,4824993,5019174",./data/images/DUTS_class/817/n04285008_14204.jpg,3,24
"451584,3637912,2058805",-46.236889898421886,"451584,3637912,2058805",0,"1080000,8699097,4923122",./data/images/DUTS_class/151/ILSVRC2012_test_00044209.jpg,7,198
"451584,3369814,2401756",22.00895548999889,"451584,3369814,2401756",1,"961200,7171022,5110621",./data/images/DUTS_class/575/ILSVRC2014_train_00030434.jpg,2,102
"451584,2794786,1639421",84.76837918179345,"451584,2794786,1639421",1,"1080000,6682920,3920576",./data/images/DUTS_class/951/ILSVRC2012_test_00041158.jpg,5,116
"451584,3414034,3717211",42.442414717086756,"451584,3414034,3717211",1,"1000800,7564759,8236307",./data/images/DUTS_class/21/ILSVRC2013_test_00005368.jpg,0,122
"451584,3107123,3895130",-36.49828591619066,"451584,3107123,3895130",1,"1080000,7429792,9314119",./data/images/DUTS_class/147/n02066245_12249.jpg,6,150
"602112,3222202,1637175",9.228378002159843,"602112,3222202,1637175",1,"1440000,7704874,3914397",./data/images/DUTS_class/934/n07697537_18866.jpg,1,110
"602112,3861737,4386949",-54.266692823369716,"602112,3861737,4386949",0,"1435200,9202263,10453698",./data/images/DUTS_class/437/sun_aqkdkqjtpkizuqeu.jpg,4,47
"602112,2148190,1813597",48.61304430731292,"602112,2148190,1813597",1,"1440000,5136841,4337068",./data/images/DUTS_class/575/ILSVRC2012_test_00062402.jpg,2,102
"602112,2886839,2801677",6.267265342056774,"602112,2886839,2801677",1,"1440000,6903734,6700198",./data/images/DUTS_class/817/n04285008_4134.jpg,3,24
"602112,3737104,3517652",-20.40336781962469,"602112,3737104,3517652",1,"1920000,11916562,11217037",./data/images/DUTS_class/151/ILSVRC2012_test_00070582.jpg,7,198
"602112,3412965,2150867",7.424945240151571,"602112,3412965,2150867",0,"1675200,9496877,5984592",./data/images/DUTS_class/951/n07749582_5059.jpg,5,116
"602112,3831875,2249105",-60.98007914227453,"602112,3831875,2249105",0,"1761600,11210965,6580327",./data/images/DUTS_class/21/ILSVRC2012_test_00062609.jpg,0,122
"752640,3386082,3191616",14.05634344312118,"752640,3386082,3191616",0,"1602000,7204969,6791223",./data/images/DUTS_class/934/n07697537_18175.jpg,1,110
"602112,3407259,3748355",-72.6665801735207,"602112,3407259,3748355",1,"1425600,8065671,8873271",./data/images/DUTS_class/147/ILSVRC2012_test_00069846.jpg,6,150
