img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,2540601,720733",-51.41113355482968,"150528,2540601,720733",1,"360000,6075084,1723559",./data/images/DUTS_class/951/ILSVRC2012_test_00043095.jpg,5,146
"150528,4762583,4987166",-58.489414597397115,"150528,4762583,4987166",0,"360000,11389621,11926708",./data/images/DUTS_class/21/ILSVRC2013_test_00003152.jpg,0,62
"150528,3073544,3337878",48.697868630172756,"150528,3073544,3337878",0,"360000,7349243,7981658",./data/images/DUTS_class/437/sun_bjxznttjixzvrekx.jpg,4,164
"150528,2131268,2175286",-62.81295570518889,"150528,2131268,2175286",0,"360000,5095778,5201055",./data/images/DUTS_class/817/n04285008_8668.jpg,3,266
"150528,2306719,1874857",64.36017866181726,"150528,2306719,1874857",0,"360000,5515661,4482762",./data/images/DUTS_class/934/n07697537_5561.jpg,1,118
"150528,2325054,3755862",86.96427065875216,"150528,2325054,3755862",0,"320400,4946607,7991316",./data/images/DUTS_class/147/ILSVRC2012_test_00029090.jpg,6,246
"150528,2455242,2060844",88.84648703161214,"150528,2455242,2060844",1,"360000,5870701,4927297",./data/images/DUTS_class/151/ILSVRC2012_test_00069103.jpg,7,112
"150528,2500033,2505127",44.91300483089678,"150528,2500033,2505127",0,"321600,5340949,5351828",./data/images/DUTS_class/575/ILSVRC2012_test_00055689.jpg,2,202
"301056,1632344,1587967",74.866424257631,"301056,1632344,1587967",0,"681600,3695107,3594291",./data/images/DUTS_class/817/n04285008_7904.jpg,3,266
"301056,2624622,3093683",4.405311385449521,"301056,2624622,3093683",1,"724800,6320045,7449380",./data/images/DUTS_class/437/sun_azkldzgleoexgums.jpg,4,164
"301056,3972428,5092970",-24.38099334825255,"301056,3972428,5092970",1,"640800,8452961,10837330",./data/images/DUTS_class/21/ILSVRC2013_test_00004947.jpg,0,62
"301056,3154928,2922591",-88.424195862448,"301056,3154928,2922591",1,"657600,6889776,6382230",./data/images/DUTS_class/151/ILSVRC2012_test_00068219.jpg,7,112
"301056,4364960,3658608",-34.876928293455805,"301056,4364960,3658608",1,"520800,7550878,6328760",./data/images/DUTS_class/934/n07697537_9001.jpg,1,118
"301056,3231632,3572739",-35.378496130917476,"301056,3231632,3572739",1,"712800,7649871,8457471",./data/images/DUTS_class/147/ILSVRC2012_test_00069846.jpg,6,246
"301056,3601606,3038836",-16.80186833711798,"301056,3601606,3038836",0,"643200,7694329,6491874",./data/images/DUTS_class/951/ILSVRC2012_val_00035888.jpg,5,146
"301056,3196603,2990985",3.6594379653451337,"301056,3196603,2990985",1,"720000,7645703,7154004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,202
"451584,3828889,3817825",-49.60418606002283,"451584,3828889,3817825",1,"1080000,9156595,9129767",./data/images/DUTS_class/817/sun_bhqfcatelqfnwpqv.jpg,3,266
"451584,3563633,2417346",7.632892480754094,"451584,3563633,2417346",1,"957600,7558634,5127245",./data/images/DUTS_class/437/sun_aofommnoxgypyfcl.jpg,4,164
"451584,2716367,3388106",-81.15377459918456,"451584,2716367,3388106",1,"910800,5478855,6833634",./data/images/DUTS_class/147/n02066245_22940.jpg,6,246
"451584,3041249,1002615",-6.5642187226222575,"451584,3041249,1002615",1,"1080000,7271871,2397493",./data/images/DUTS_class/951/n07749582_15763.jpg,5,146
"451584,4175566,4116000",-50.01903962516828,"451584,4175566,4116000",1,"1224000,11316349,11154914",./data/images/DUTS_class/151/ILSVRC2012_test_00082351.jpg,7,112
"451584,2529848,2041729",23.28801748203435,"451584,2529848,2041729",1,"1080000,6048872,4881762",./data/images/DUTS_class/934/n07697537_33900.jpg,1,118
"451584,4042897,3614326",-37.989444676254784,"451584,4042897,3614326",1,"1080000,9669478,8644819",./data/images/DUTS_class/575/n03445924_3327.jpg,2,202
"451584,2959921,2578217",-40.829339449322774,"451584,2959921,2578217",0,"1155600,7576015,6599296",./data/images/DUTS_class/21/ILSVRC2012_test_00041311.jpg,0,62
"602112,3032813,3050887",-87.3006632300064,"602112,3032813,3050887",1,"1440000,7251742,7295138",./data/images/DUTS_class/817/ILSVRC2012_test_00057269.jpg,3,266
"602112,3023354,3098122",49.96001314405885,"602112,3023354,3098122",1,"1281600,6433986,6593133",./data/images/DUTS_class/147/ILSVRC2014_train_00006847.jpg,6,246
"602112,3834450,4452673",88.73197414799546,"602112,3834450,4452673",0,"1358400,8651902,10046217",./data/images/DUTS_class/437/sun_aqpphhufllwhjato.jpg,4,164
"602112,2817137,1657112",-81.16983326101342,"602112,2817137,1657112",0,"1440000,6736368,3962610",./data/images/DUTS_class/951/n07749582_20067.jpg,5,146
"602112,4123074,3978448",14.647104375563188,"602112,4123074,3978448",1,"1579200,10813144,10433329",./data/images/DUTS_class/151/ILSVRC2012_test_00000661.jpg,7,112
"602112,3016343,2431313",-23.314337664182005,"602112,3016343,2431313",0,"1440000,7213412,5814213",./data/images/DUTS_class/575/ILSVRC2013_test_00000934.jpg,2,202
"602112,3247058,2455579",85.56111718736531,"602112,3247058,2455579",1,"1440000,7764345,5871797",./data/images/DUTS_class/934/n07697537_20962.jpg,1,118
"752640,2918356,2973181",71.16747730276641,"752640,2918356,2973181",0,"1800000,6979836,7110949",./data/images/DUTS_class/817/n04285008_5400.jpg,3,266
"602112,5383820,4313198",-44.28439559048939,"602112,5383820,4313198",1,"1867200,16696440,13376043",./data/images/DUTS_class/21/ILSVRC2012_test_00008011.jpg,0,62
