img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,3473608,3254168",57.31528638836949,"150528,3473608,3254168",0,"480000,11076562,10377037",./data/images/DUTS_class/151/ILSVRC2012_test_00070582.jpg,7,23
"150528,2294743,1612735",38.50513085437282,"150528,2294743,1612735",0,"322800,4921746,3458591",./data/images/DUTS_class/817/n04285008_5528.jpg,3,123
"150528,2783653,3024585",56.17833305598617,"150528,2783653,3024585",1,"315600,5843709,6349097",./data/images/DUTS_class/437/sun_arlikgkzcfsfgohp.jpg,4,26
"150528,3666416,3535468",28.336938124643,"150528,3666416,3535468",0,"360000,8766973,8454090",./data/images/DUTS_class/575/n03445924_5295.jpg,2,48
"150528,2438749,3110493",-83.31251068894436,"150528,2438749,3110493",1,"303600,4918855,6273634",./data/images/DUTS_class/147/n02066245_22940.jpg,6,283
"150528,3169404,1242727",69.10266461263805,"150528,3169404,1242727",0,"360000,7578695,2971743",./data/images/DUTS_class/951/ILSVRC2014_train_00038414.jpg,5,115
"150528,1413875,1140926",21.847777863199173,"150528,1413875,1140926",0,"360000,3380927,2728760",./data/images/DUTS_class/21/ILSVRC2013_test_00004786.jpg,0,191
"150528,3271046,1962522",56.804998895166904,"150528,3271046,1962522",1,"360000,7822170,4693319",./data/images/DUTS_class/934/n07697537_46073.jpg,1,95
"301056,3550103,1971007",51.7246380407655,"301056,3550103,1971007",0,"720000,8489097,4713122",./data/images/DUTS_class/151/ILSVRC2012_test_00044209.jpg,7,23
"451584,2630867,2236470",12.609290713045326,"451584,2630867,2236470",1,"1080000,6290701,5347297",./data/images/DUTS_class/151/ILSVRC2012_test_00069103.jpg,7,23
"301056,4281681,4474388",86.17232568616836,"301056,4281681,4474388",1,"720000,10239739,10700381",./data/images/DUTS_class/575/n03445924_13316.jpg,2,48
"301056,2992348,3273960",-80.09562444899005,"301056,2992348,3273960",0,"720000,7154887,7828276",./data/images/DUTS_class/437/sun_bggvngfcgbsbyuie.jpg,4,26
"301056,2068148,1088062",47.4016479287575,"301056,2068148,1088062",1,"720000,4945115,2601232",./data/images/DUTS_class/817/n04285008_3729.jpg,3,123
"301056,1847523,1093086",0.9921065692056033,"301056,1847523,1093086",1,"643200,3946640,2334897",./data/images/DUTS_class/951/ILSVRC2012_val_00030225.jpg,5,115
"301056,3154802,3273193",24.74616933541125,"301056,3154802,3273193",0,"768000,8045137,8347341",./data/images/DUTS_class/147/ILSVRC2012_test_00030633.jpg,6,283
"301056,4434654,4939738",-82.8393361278228,"301056,4434654,4939738",1,"720000,10604287,11812173",./data/images/DUTS_class/21/ILSVRC2012_test_00045766.jpg,0,191
