img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,3108884,2903256",-55.1711774290509,"150528,3108884,2903256",1,"360000,7435703,6944004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,182
"150528,2966228,2194462",86.64091080614139,"150528,2966228,2194462",1,"360000,7093079,5247503",./data/images/DUTS_class/934/n07697537_24153.jpg,1,40
"150528,4482770,2376555",18.106360382231472,"150528,4482770,2376555",0,"320400,9539233,5057715",./data/images/DUTS_class/951/n07749582_17042.jpg,5,135
"301056,2500676,1274396",-53.941067870217886,"301056,2500676,1274396",0,"720000,5979565,3047449",./data/images/DUTS_class/575/n03445924_9266.jpg,2,182
"150528,3401956,3393058",-58.84120190999983,"150528,3401956,3393058",1,"320400,7240102,7221231",./data/images/DUTS_class/817/n04285008_7822.jpg,3,210
"150528,1987786,2141097",43.233812561913254,"150528,1987786,2141097",1,"320400,4230036,4556467",./data/images/DUTS_class/437/sun_aynnfuntzwpcpxqd.jpg,4,18
"150528,3462297,1883196",70.17579131733231,"150528,3462297,1883196",1,"360000,8279097,4503122",./data/images/DUTS_class/151/ILSVRC2012_test_00044209.jpg,7,140
"150528,4114757,4062437",61.61703503904624,"150528,4114757,4062437",0,"400800,10956801,10817379",./data/images/DUTS_class/21/ILSVRC2012_test_00088022.jpg,0,76
"451584,3369814,2401756",82.65880193419824,"451584,3369814,2401756",1,"961200,7171022,5110621",./data/images/DUTS_class/575/ILSVRC2014_train_00030434.jpg,2,182
"301056,2618683,2614346",-69.19885379250319,"301056,2618683,2614346",0,"720000,6262690,6252415",./data/images/DUTS_class/934/n07697537_31900.jpg,1,40
"150528,2438749,3110493",43.511913491390935,"150528,2438749,3110493",1,"303600,4918855,6273634",./data/images/DUTS_class/147/n02066245_22940.jpg,6,121
"301056,2860244,1504092",71.4545099386333,"301056,2860244,1504092",1,"720000,6839907,3596806",./data/images/DUTS_class/951/ILSVRC2012_test_00007922.jpg,5,135
"602112,3016343,2431313",-42.29058201625532,"602112,3016343,2431313",0,"1440000,7213412,5814213",./data/images/DUTS_class/575/ILSVRC2013_test_00000934.jpg,2,182
"451584,4452674,3746313",-69.08837300453547,"451584,4452674,3746313",1,"781200,7702778,6480660",./data/images/DUTS_class/934/n07697537_9001.jpg,1,40
"301056,3485508,3506760",26.356646760520164,"301056,3485508,3506760",1,"619200,7167699,7211327",./data/images/DUTS_class/817/n04285008_3005.jpg,3,210
"301056,2917292,3158224",62.29397083799539,"301056,2917292,3158224",0,"631200,6123709,6629097",./data/images/DUTS_class/437/sun_arlikgkzcfsfgohp.jpg,4,18
"752640,4218523,3789936",45.17482623488578,"752640,4218523,3789936",0,"1800000,10089478,9064819",./data/images/DUTS_class/575/n03445924_3327.jpg,2,182
"301056,3581265,2423145",53.065202301450064,"301056,3581265,2423145",0,"868800,10333418,6991851",./data/images/DUTS_class/21/ILSVRC2012_test_00050408.jpg,0,76
"301056,3561413,3341978",-81.67220513224481,"301056,3561413,3341978",0,"960000,11356562,10657037",./data/images/DUTS_class/151/ILSVRC2012_test_00070582.jpg,7,140
"602112,2126253,1673927",-24.419900556627308,"602112,2126253,1673927",1,"1440000,5084542,4002690",./data/images/DUTS_class/934/n07697537_7092.jpg,1,40
"301056,5501196,6002710",-24.83702001406453,"301056,5501196,6002710",0,"720000,13156675,14354956",./data/images/DUTS_class/147/ILSVRC2012_test_00011099.jpg,6,121
"451584,3325156,2063059",-6.2009379600803385,"451584,3325156,2063059",1,"1256400,9252577,5740292",./data/images/DUTS_class/951/n07749582_5059.jpg,5,135
"451584,2927863,2939763",24.624516759700555,"451584,2927863,2939763",0,"950400,6161328,6186247",./data/images/DUTS_class/817/n04285008_5063.jpg,3,210
"903168,4500049,3392778",86.80350845944893,"903168,4500049,3392778",1,"2131200,10616835,8004622",./data/images/DUTS_class/575/ILSVRC2012_test_00042637.jpg,2,182
"451584,3563633,2417346",-76.0604915127028,"451584,3563633,2417346",0,"957600,7558634,5127245",./data/images/DUTS_class/437/sun_aofommnoxgypyfcl.jpg,4,18
"752640,2198696,862125",-30.756232113082522,"752640,2198696,862125",0,"1806000,5276585,2069191",./data/images/DUTS_class/934/n07697537_28798.jpg,1,40
"451584,2660301,1398857",33.4203470793435,"451584,2660301,1398857",1,"993600,5854576,3078855",./data/images/DUTS_class/151/ILSVRC2013_test_00006296.jpg,7,140
"1053696,3026794,3031887",-59.97038579769304,"1053696,3026794,3031887",0,"2251200,6466549,6477428",./data/images/DUTS_class/575/ILSVRC2012_test_00055689.jpg,2,182
"451584,3707092,4882130",27.765485223219727,"451584,3707092,4882130",1,"1440000,11820336,15567298",./data/images/DUTS_class/21/n01503061_8461.jpg,0,76
"451584,3585615,4944351",-35.38983251749318,"451584,3585615,4944351",0,"1080000,8574374,11823771",./data/images/DUTS_class/147/ILSVRC2012_test_00057757.jpg,6,121
"602112,2059374,2155012",36.47924975845688,"602112,2059374,2155012",1,"1315200,4498012,4707119",./data/images/DUTS_class/817/n04285008_9654.jpg,3,210
"903168,2745753,2313902",-12.597670055727976,"903168,2745753,2313902",1,"2160000,6565661,5532762",./data/images/DUTS_class/934/n07697537_5561.jpg,1,40
"602112,4061949,3273996",-5.368839046431575,"602112,4061949,3273996",0,"1478400,9972326,8037893",./data/images/DUTS_class/951/ILSVRC2014_train_00036081.jpg,5,135
"1204224,4181444,4223668",61.315623447714955,"1204224,4181444,4223668",0,"2880000,9999394,10100330",./data/images/DUTS_class/575/ILSVRC2012_test_00063360.jpg,2,182
"602112,3073861,3245467",-2.1523200710154957,"602112,3073861,3245467",0,"1440000,7350998,7760958",./data/images/DUTS_class/437/sun_atxxqdvxgcbqyvak.jpg,4,18
"602112,4263450,4203873",-74.33101431417012,"602112,4263450,4203873",1,"1632000,11554349,11392914",./data/images/DUTS_class/151/ILSVRC2012_test_00082351.jpg,7,140
"602112,4165273,4549339",4.558251962641052,"602112,4165273,4549339",1,"1641600,11356779,12403609",./data/images/DUTS_class/21/ILSVRC2012_val_00045746.jpg,0,76
"602112,3548832,3867592",-13.59886055503081,"602112,3548832,3867592",1,"1440000,8485974,9248304",./data/images/DUTS_class/147/n02066245_2216.jpg,6,121
"752640,3120620,3138692",88.12885015616934,"752640,3120620,3138692",0,"1800000,7461742,7505138",./data/images/DUTS_class/817/ILSVRC2012_test_00057269.jpg,3,210
"1053696,3725670,2102657",-83.51316426141814,"1053696,3725670,2102657",0,"2520000,8908983,5028105",./data/images/DUTS_class/934/n07697537_30165.jpg,1,40
"1354752,2587297,2252704",57.62084878570158,"1354752,2587297,2252704",1,"3240000,6186841,5387068",./data/images/DUTS_class/575/ILSVRC2012_test_00062402.jpg,2,182
"752640,3418354,3186007",30.36286143957523,"752640,3418354,3186007",1,"1644000,7465176,6957630",./data/images/DUTS_class/151/ILSVRC2012_test_00068219.jpg,7,140
"752640,4440449,4342920",-66.31892272945025,"752640,4440449,4342920",1,"1800000,10619323,10386247",./data/images/DUTS_class/437/sun_afzibpmwtqaraock.jpg,4,18
"752640,4313843,1729731",12.85671003784941,"752640,4313843,1729731",1,"1596000,9150040,3669318",./data/images/DUTS_class/951/n07749582_18533.jpg,5,135
"1505280,4456611,4325658",-25.477599926248303,"1505280,4456611,4325658",0,"3600000,10656973,10344090",./data/images/DUTS_class/575/n03445924_5295.jpg,2,182
"1204224,3973384,3277589",-10.3783505373935,"1204224,3973384,3277589",0,"2572800,8488439,7002395",./data/images/DUTS_class/934/n07697537_15116.jpg,1,40
"752640,3515827,4186512",48.71097935623183,"752640,3515827,4186512",0,"1758000,8212318,9778974",./data/images/DUTS_class/147/n02066245_14915.jpg,6,121
"752640,3013488,2867306",8.363570158731022,"752640,3013488,2867306",1,"1890000,7568408,7201245",./data/images/DUTS_class/21/ILSVRC2012_test_00086654.jpg,0,76
"903168,2570307,2614315",-23.949672391163233,"903168,2570307,2614315",0,"2160000,6145778,6251055",./data/images/DUTS_class/817/n04285008_8668.jpg,3,210
"1655808,4580863,4553236",-45.94495041469085,"1655808,4580863,4553236",0,"3960000,10954430,10888534",./data/images/DUTS_class/575/n03445924_16351.jpg,2,182
"903168,4298609,4153975",-10.672401844460554,"903168,4298609,4153975",0,"2368800,11273744,10893929",./data/images/DUTS_class/151/ILSVRC2012_test_00000661.jpg,7,140
"903168,3654077,3424175",24.255670133294107,"903168,3654077,3424175",1,"2160000,8737931,8188057",./data/images/DUTS_class/437/sun_adubffsczbfugcvx.jpg,4,18
"1354752,3451562,3268620",-88.24936486720352,"1354752,3451562,3268620",1,"3240000,8253516,7816113",./data/images/DUTS_class/934/n07697537_15450.jpg,1,40
"903168,2764111,4194892",-68.5873728031543,"903168,2764111,4194892",0,"1922400,5881107,8925816",./data/images/DUTS_class/147/ILSVRC2012_test_00029090.jpg,6,121
"1053696,3627917,2830592",-80.03455683512884,"1053696,3627917,2830592",0,"2452800,8444611,6588972",./data/images/DUTS_class/817/n04285008_3104.jpg,3,210
"903168,2979715,1159850",10.110045905647313,"903168,2979715,1159850",0,"2160000,7125084,2773559",./data/images/DUTS_class/951/ILSVRC2012_test_00043095.jpg,5,135
"903168,3305873,2975776",-49.455322367081315,"903168,3305873,2975776",1,"2332800,8539630,7686791",./data/images/DUTS_class/21/ILSVRC2012_test_00006511.jpg,0,76
"1806336,5159765,5352455",-47.931575633171185,"1806336,5159765,5352455",0,"4320000,12339739,12800381",./data/images/DUTS_class/575/n03445924_13316.jpg,2,182
"1053696,3662992,3186957",57.955046323742806,"1053696,3662992,3186957",1,"2242800,7795252,6782454",./data/images/DUTS_class/151/n02085620_3514.jpg,7,140
"1053696,3201708,3162460",-80.87291865154613,"1053696,3201708,3162460",0,"2251200,6839777,6755645",./data/images/DUTS_class/437/sun_aqxgaxyueqjwrsjs.jpg,4,18
"1505280,2536467,2223398",67.77544038354,"1505280,2536467,2223398",1,"3600000,6064973,5316515",./data/images/DUTS_class/934/n07697537_32913.jpg,1,40
"1956864,3812719,3440401",-86.16463814429096,"1956864,3812719,3440401",1,"4165200,8112551,7321042",./data/images/DUTS_class/511/ILSVRC2012_test_00071507.jpg,2,182
"1053696,3670670,4011786",12.284478223803461,"1053696,3670670,4011786",1,"2494800,8689371,9496971",./data/images/DUTS_class/147/ILSVRC2012_test_00069846.jpg,6,121
"1204224,3238143,3152983",72.39271549075966,"1204224,3238143,3152983",0,"2880000,7743734,7540198",./data/images/DUTS_class/817/n04285008_4134.jpg,3,210
"1053696,1940718,1667780",-49.855946946931745,"1053696,1940718,1667780",1,"2520000,4640927,3988760",./data/images/DUTS_class/21/ILSVRC2013_test_00004786.jpg,0,76
"1204224,4059024,3913964",6.025878881109506,"1204224,4059024,3913964",1,"2880000,9707057,9360227",./data/images/DUTS_class/151/ILSVRC2012_test_00057159.jpg,7,140
"1204224,4273674,4229467",85.14091003174303,"1204224,4273674,4229467",1,"2592000,9197131,9101805",./data/images/DUTS_class/437/sun_afrzbitmwnzbxsxh.jpg,4,18
"2107392,3091767,3277337",-42.147551879345954,"2107392,3091767,3277337",1,"5040000,7392587,7835170",./data/images/DUTS_class/511/n03100240_6944.jpg,2,182
"1655808,5439366,4662039",26.299969988269982,"1655808,5439366,4662039",0,"5227200,17172556,14718703",./data/images/DUTS_class/934/n07697537_7643.jpg,1,40
"1354752,4132314,4070294",-34.39476228939951,"1354752,4132314,4070294",0,"3024000,9224008,9085409",./data/images/DUTS_class/817/n04285008_4498.jpg,3,210
"1053696,3144579,1611759",59.64626573914514,"1053696,3144579,1611759",1,"2251200,6718272,3443971",./data/images/DUTS_class/951/ILSVRC2012_test_00043804.jpg,5,135
"1204224,3546146,4334189",-30.908966591554947,"1204224,3546146,4334189",1,"2880000,8479792,10364119",./data/images/DUTS_class/147/n02066245_12249.jpg,6,121
"1204224,4094560,3400189",75.3232312356489,"1204224,4094560,3400189",1,"2928000,9955851,8267376",./data/images/DUTS_class/21/ILSVRC2012_test_00043639.jpg,0,76
"1354752,4820659,4670598",-45.64646181767886,"1354752,4820659,4670598",1,"4104000,14603733,14149298",./data/images/DUTS_class/151/ILSVRC2012_test_00069583.jpg,7,140
"2257920,3569270,3506642",-25.310841405495864,"2257920,3569270,3506642",1,"5418000,8564795,8414243",./data/images/DUTS_class/511/ILSVRC2012_test_00005573.jpg,2,182
"1505280,1285561,1259716",19.82070623288084,"1505280,1285561,1259716",0,"3000000,2561849,2510291",./data/images/DUTS_class/817/n04285008_808.jpg,3,210
"1806336,3577961,2569753",18.910936209066875,"1806336,3577961,2569753",1,"4320000,8556468,6145876",./data/images/DUTS_class/934/n07697537_32663.jpg,1,40
"1354752,4172042,4419514",39.407298065091794,"1354752,4172042,4419514",0,"3240000,9977294,10568254",./data/images/DUTS_class/437/sun_adxcbxnjvycdxajj.jpg,4,18
"1354752,4326450,4358507",15.89986739753364,"1354752,4326450,4358507",0,"3240000,10346725,10423481",./data/images/DUTS_class/147/n02066245_2828.jpg,6,121
"1354752,4917250,4001968",27.37875055856924,"1354752,4917250,4001968",0,"3261600,11841033,9637806",./data/images/DUTS_class/21/ILSVRC2012_test_00002131.jpg,0,76
"2408448,3771687,3720795",61.721435325704356,"2408448,3771687,3720795",0,"5760000,9020047,8898083",./data/images/DUTS_class/511/ILSVRC2012_test_00009318.jpg,2,182
"1505280,3022297,2719956",-38.923809796237904,"1505280,3022297,2719956",0,"3600000,7228046,6504803",./data/images/DUTS_class/151/ILSVRC2012_test_00022362.jpg,7,140
"1204224,3168371,2008350",-31.647616080925445,"1204224,3168371,2008350",0,"2880000,7576368,4802610",./data/images/DUTS_class/951/n07749582_20067.jpg,5,135
"1655808,4531353,4520289",36.290827321758,"1655808,4531353,4520289",1,"3960000,10836595,10809767",./data/images/DUTS_class/817/sun_bhqfcatelqfnwpqv.jpg,3,210
"1956864,5407592,4307060",-23.8947884128101,"1956864,5407592,4307060",0,"4680000,12931587,10300172",./data/images/DUTS_class/934/n07697537_13676.jpg,1,40
