img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,4048251,4475458",36.981377801918676,"150528,4048251,4475458",1,"387600,10425484,11525202",./data/images/DUTS_class/21/ILSVRC2013_test_00002105.jpg,0,73
"150528,3999966,3940381",13.836794688044947,"150528,3999966,3940381",0,"408000,10840349,10678914",./data/images/DUTS_class/151/ILSVRC2012_test_00082351.jpg,7,23
"150528,3101069,2303733",-42.44464814601414,"150528,3101069,2303733",1,"350400,7218211,5362572",./data/images/DUTS_class/817/n04285008_3104.jpg,3,101
"150528,4061078,2953814",-18.321802997673732,"150528,4061078,2953814",0,"355200,9580835,6968622",./data/images/DUTS_class/575/ILSVRC2012_test_00042637.jpg,2,166
"150528,2228158,2362686",-17.125047940563405,"150528,2228158,2362686",0,"360000,5327713,5649448",./data/images/DUTS_class/934/n07697537_19371.jpg,1,210
"150528,2783653,3024585",83.03035322589237,"150528,2783653,3024585",0,"315600,5843709,6349097",./data/images/DUTS_class/437/sun_arlikgkzcfsfgohp.jpg,4,134
"150528,2865624,826990",57.35952763655893,"150528,2865624,826990",1,"360000,6851871,1977493",./data/images/DUTS_class/951/n07749582_15763.jpg,5,171
"150528,4118034,4149586",6.959188992759393,"150528,4118034,4149586",0,"320400,8764606,8831764",./data/images/DUTS_class/147/ILSVRC2012_test_00003017.jpg,6,192
"301056,4434654,4939738",38.3076697450524,"301056,4434654,4939738",1,"720000,10604287,11812173",./data/images/DUTS_class/21/ILSVRC2012_test_00045766.jpg,0,73
"301056,2036010,2236442",18.61703484754571,"301056,2036010,2236442",0,"480000,3245930,3565676",./data/images/DUTS_class/817/n04285008_4069.jpg,3,101
"301056,2085957,1783612",-63.91457567166972,"301056,2085957,1783612",0,"720000,4988046,4264803",./data/images/DUTS_class/151/ILSVRC2012_test_00022362.jpg,7,23
"301056,2587756,2592849",58.67471746312818,"301056,2587756,2592849",1,"643200,5528549,5539428",./data/images/DUTS_class/575/ILSVRC2012_test_00055689.jpg,2,166
"301056,1847523,1093086",23.10643524251436,"301056,1847523,1093086",1,"643200,3946640,2334897",./data/images/DUTS_class/951/ILSVRC2012_val_00030225.jpg,5,171
"301056,2858944,2460722",-21.66095719503797,"301056,2858944,2460722",1,"720000,6836870,5884938",./data/images/DUTS_class/934/n07697537_22242.jpg,1,210
"301056,2961746,3136080",-25.69442813591753,"301056,2961746,3136080",0,"691200,6798704,7198957",./data/images/DUTS_class/437/sun_aklnynhngbqvasvy.jpg,4,134
"451584,4352858,4224753",-22.594833587295,"451584,4352858,4224753",0,"1299600,12523981,12155601",./data/images/DUTS_class/21/ILSVRC2012_test_00049543.jpg,0,73
"451584,3637912,2058805",-87.7692756970847,"451584,3637912,2058805",0,"1080000,8699097,4923122",./data/images/DUTS_class/151/ILSVRC2012_test_00044209.jpg,7,23
"301056,3373222,3691981",-12.407931668249814,"301056,3373222,3691981",0,"720000,8065974,8828304",./data/images/DUTS_class/147/n02066245_2216.jpg,6,192
"451584,2621788,1863613",48.31989775037175,"451584,2621788,1863613",1,"864000,5016331,3564941",./data/images/DUTS_class/817/n04285008_1114.jpg,3,101
"602112,3494176,4109059",-67.37457454622043,"602112,3494176,4109059",0,"1281600,7435589,8743997",./data/images/DUTS_class/21/ILSVRC2013_test_00005580.jpg,0,73
"451584,3284406,3078794",-42.05235313120521,"451584,3284406,3078794",0,"1080000,7855703,7364004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,166
"451584,4658378,2552176",-30.10368304540501,"451584,4658378,2552176",1,"961200,9913033,5431515",./data/images/DUTS_class/951/n07749582_17042.jpg,5,171
