img_3,angle,img_2,flip,img_1,img_path,item,other_item
"150528,2455242,2060844",1.7233488782535034,"150528,2455242,2060844",0,"360000,5870701,4927297",./data/images/DUTS_class/151/ILSVRC2012_test_00069103.jpg,7,258
"150528,495277,469444",14.50726508285166,"150528,495277,469444",1,"300000,986849,935291",./data/images/DUTS_class/817/n04285008_808.jpg,3,73
"150528,4353886,3253373",20.986169433775828,"150528,4353886,3253373",0,"360000,10411587,7780172",./data/images/DUTS_class/934/n07697537_13676.jpg,1,135
"150528,3108884,2903256",-18.855400423610945,"150528,3108884,2903256",0,"360000,7435703,6944004",./data/images/DUTS_class/575/ILSVRC2012_test_00038354.jpg,2,213
"150528,3598321,4123528",-62.08197661738686,"150528,3598321,4123528",1,"358800,8574363,9825798",./data/images/DUTS_class/437/sun_aqkdkqjtpkizuqeu.jpg,4,265
"150528,3765551,4959233",37.52037052434285,"150528,3765551,4959233",0,"409200,10235229,13481220",./data/images/DUTS_class/21/ILSVRC2012_test_00045616.jpg,0,49
"150528,2619165,1463823",57.05745554070961,"150528,2619165,1463823",0,"360000,6262920,3500576",./data/images/DUTS_class/951/ILSVRC2012_test_00041158.jpg,5,276
"150528,2209567,3071999",-19.232596431438612,"150528,2209567,3071999",0,"320400,4702292,6537686",./data/images/DUTS_class/147/n02062744_2255.jpg,6,252
"301056,2587756,2592849",60.51679306634793,"301056,2587756,2592849",1,"643200,5528549,5539428",./data/images/DUTS_class/575/ILSVRC2012_test_00055689.jpg,2,213
"301056,2978542,3665676",51.83163368290858,"301056,2978542,3665676",1,"640800,6337917,7799748",./data/images/DUTS_class/817/n02958343_427.jpg,3,73
"301056,2328983,478813",19.835714003313484,"301056,2328983,478813",0,"720000,5568720,1145364",./data/images/DUTS_class/934/n07697537_29020.jpg,1,135
"301056,2796807,971814",29.053888059720908,"301056,2796807,971814",1,"640800,5951141,2068726",./data/images/DUTS_class/951/ILSVRC2014_train_00033659.jpg,5,276
"301056,3550103,1971007",26.328147663795065,"301056,3550103,1971007",1,"720000,8489097,4713122",./data/images/DUTS_class/151/ILSVRC2012_test_00044209.jpg,7,258
"301056,4800663,5198789",-75.74692742018811,"301056,4800663,5198789",0,"640800,10216884,11064048",./data/images/DUTS_class/21/ILSVRC2013_test_00000987.jpg,0,49
"301056,4089361,3991814",25.34497006419293,"301056,4089361,3991814",1,"720000,9779323,9546247",./data/images/DUTS_class/437/sun_afzibpmwtqaraock.jpg,4,265
"301056,3507172,3539220",-63.164770294672564,"301056,3507172,3539220",1,"720000,8386725,8463481",./data/images/DUTS_class/147/n02066245_2828.jpg,6,252
"451584,3369814,2401756",57.76611427884552,"451584,3369814,2401756",0,"961200,7171022,5110621",./data/images/DUTS_class/575/ILSVRC2014_train_00030434.jpg,2,213
"451584,3974135,3186183",47.3052129015413,"451584,3974135,3186183",0,"1108800,9756726,7822293",./data/images/DUTS_class/951/ILSVRC2014_train_00036081.jpg,5,276
"451584,3115227,3057968",33.45550480739917,"451584,3115227,3057968",0,"1080000,7449798,7312773",./data/images/DUTS_class/817/n04285008_8079.jpg,3,73
"451584,4175566,4116000",-1.32176234201404,"451584,4175566,4116000",1,"1224000,11316349,11154914",./data/images/DUTS_class/151/ILSVRC2012_test_00082351.jpg,7,258
